the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.074       0.01        0.11           0.096       0.073       0.108     
2          2               16                1000      0.074       0.03        0.22           0.089       0.074       0.281     
4          4               32                1000      0.074       0.05        0.43           0.087       0.074       0.283     
8          8               64                1000      0.075       0.11        0.85           0.083       0.074       0.115     
16         16              128               1000      0.077       0.21        1.66           0.083       0.076       0.145     
32         32              256               1000      0.080       0.40        3.20           0.093       0.080       0.292     
64         64              512               1000      0.083       0.77        6.17           0.096       0.083       0.323     
128        128             1024              1000      0.093       1.38        11.01          0.105       0.092       0.302     
256        256             2048              1000      0.111       2.31        18.45          0.129       0.111       0.320     
512        512             4096              1000      0.149       3.44        27.55          0.155       0.148       0.261     
1024       1024            8192              1000      0.222       4.61        36.90          0.227       0.222       0.800     
2048       2048            16384             1000      0.368       5.56        44.52          0.375       0.368       0.714     
4096       4096            32768             1000      0.661       6.20        49.57          0.675       0.661       1.181     
8192       8192            65536             1000      1.246       6.57        52.60          1.265       1.246       1.699     
16384      16384           131072            1000      2.505       6.54        52.32          2.553       2.459       3.517     
32768      32768           262144            1000      4.859       6.74        53.95          5.086       4.807       6.663     
65536      65536           524288            1000      9.726       6.74        53.90          20.645      9.478       16.801    
131072     131072          1048576           1000      20.405      6.42        51.39          32.364      19.577      28.584    
262144     262144          2097152           1000      43.069      6.09        48.69          59.796      40.757      62.061    
524288     524288          4194304           1000      93.788      5.59        44.72          148.543     85.496      144.615   
1048576    1048576         8388608           1000      229.344     4.57        36.58          350.212     192.094     325.901   

