the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          3               8                 1000      0.137       0.02        0.06           0.300       0.060       1.240     
2          6               16                1000      0.145       0.04        0.11           0.300       0.080       0.680     
4          12              32                1000      0.153       0.08        0.21           0.300       0.060       0.380     
8          24              64                1000      0.161       0.15        0.40           0.320       0.080       0.440     
16         48              128               1000      0.172       0.28        0.75           0.320       0.100       0.640     
32         96              256               1000      0.208       0.46        1.23           0.360       0.120       0.760     
64         192             512               1000      0.270       0.71        1.90           0.520       0.200       0.760     
128        384             1024              1000      0.402       0.96        2.55           0.560       0.320       0.940     
256        768             2048              1000      0.667       1.15        3.07           0.880       0.580       1.240     
512        1536            4096              1000      1.170       1.31        3.50           1.420       1.080       1.400     
1024       3072            8192              1000      2.198       1.40        3.73           2.700       2.120       2.600     
2048       6144            16384             1000      4.244       1.45        3.86           5.260       4.160       4.520     
4096       12288           32768             1000      8.403       1.46        3.90           17.360      8.280       11.680    
8192       24576           65536             1000      16.680      1.47        3.93           101.380     16.480      24.340    
16384      49152           131072            1000      33.087      1.49        3.96           75.140      32.920      41.900    
32768      98304           262144            1000      68.627      1.43        3.82           258.560     65.640      94.740    
65536      196608          524288            1000      134.932     1.46        3.89           265.100     131.180     189.960   
131072     393216          1048576           1000      394.753     1.00        2.66           468.040     376.280     287.380   
262144     786432          2097152           1000      579.110     1.36        3.62           808.060     564.840     555.740   
524288     1572864         4194304           1000      1115.547    1.41        3.76           1137.220    1108.540    1154.480  
1048576    3145728         8388608           1000      2216.891    1.42        3.78           2286.020    2204.440    2229.400  

