the current thread cpu affinity is 0xffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.106       0.06        0.23           0.119       0.096       1.270     
2          12              48                1000      0.125       0.10        0.38           0.319       0.115       0.318     
4          24              96                1000      0.128       0.19        0.75           0.302       0.113       0.675     
8          48              192               1000      0.140       0.34        1.38           0.465       0.136       0.303     
16         96              384               1000      0.163       0.59        2.35           0.489       0.157       0.809     
32         192             768               1000      0.229       0.84        3.36           0.890       0.208       0.781     
64         384             1536              1000      0.421       0.91        3.64           1.518       0.357       3.403     
128        768             3072              1000      0.660       1.16        4.66           1.245       0.552       3.258     
256        1536            6144              1000      1.154       1.33        5.32           2.940       1.027       4.035     
512        3072            12288             1000      2.316       1.33        5.30           32.224      2.045       4.942     
1024       6144            24576             1000      4.901       1.25        5.01           7.054       4.678       9.592     
2048       12288           49152             1000      10.538      1.17        4.66           226.679     9.912       15.805    
4096       24576           98304             1000      22.051      1.11        4.46           113.812     21.162      26.141    
8192       49152           196608            1000      49.296      1.00        3.99           147.169     47.862      56.125    
16384      98304           393216            1000      124.127     0.79        3.17           182.285     119.976     129.519   
32768      196608          786432            1000      293.849     0.67        2.68           381.374     282.139     335.770   
65536      393216          1572864           1000      599.449     0.66        2.62           663.971     565.947     612.682   
131072     786432          3145728           1000      1406.014    0.56        2.24           1524.500    1271.326    1511.863  
262144     1572864         6291456           1000      3819.328    0.41        1.65           3961.755    3684.008    3772.185  
524288     3145728         12582912          1000      9084.104    0.35        1.39           9139.583    9036.126    9061.461  
1048576    6291456         25165824          1000      21858.317   0.29        1.15           22063.023   21564.571   21994.584 

