the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.085       0.01        0.14           0.118       0.081       0.354     
2          2               24                1000      0.090       0.02        0.27           0.117       0.085       0.098     
4          4               48                1000      0.099       0.04        0.48           0.115       0.093       0.097     
8          8               96                1000      0.125       0.06        0.77           8.372       0.109       0.179     
16         16              192               1000      0.183       0.09        1.05           0.421       0.145       0.346     
32         32              384               1000      0.288       0.11        1.33           0.515       0.261       0.678     
64         64              768               1000      0.483       0.13        1.59           0.722       0.451       1.132     
128        128             1536              1000      0.924       0.14        1.66           1.392       0.876       2.127     
256        256             3072              1000      1.801       0.14        1.71           2.009       1.283       3.338     
512        512             6144              1000      6.051       0.08        1.02           2077.040    3.869       8.167     
1024       1024            12288             1000      8.993       0.11        1.37           16.465      8.507       12.559    
2048       2048            24576             1000      22.179      0.09        1.11           29.640      15.626      23.790    
4096       4096            49152             1000      48.624      0.08        1.01           215.419     37.922      45.165    
8192       8192            98304             1000      89.101      0.09        1.10           141.761     82.007      92.390    
16384      16384           196608            1000      190.423     0.09        1.03           257.130     174.393     187.191   
32768      32768           393216            1000      371.655     0.09        1.06           456.644     351.527     363.007   
65536      65536           786432            1000      746.099     0.09        1.05           878.315     716.518     716.740   
131072     131072          1572864           1000      1508.610    0.09        1.04           1684.124    1449.254    1501.302  
262144     262144          3145728           1000      3041.493    0.09        1.03           3930.991    2925.152    3054.765  
524288     524288          6291456           1000      6215.209    0.08        1.01           8104.160    5934.620    6158.594  
1048576    1048576         12582912          1000      12183.784   0.09        1.03           15029.134   11879.414   12033.372 

