the current thread cpu affinity is 0xffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.074       0.01        0.11           0.098       0.073       0.305     
2          2               16                1000      0.077       0.03        0.21           0.288       0.075       0.919     
4          4               32                1000      0.075       0.05        0.42           0.260       0.074       0.282     
8          8               64                1000      0.077       0.10        0.84           0.255       0.075       0.310     
16         16              128               1000      0.083       0.19        1.55           0.281       0.081       0.618     
32         32              256               1000      0.095       0.34        2.69           0.695       0.093       0.302     
64         64              512               1000      0.122       0.53        4.21           0.612       0.119       0.325     
128        128             1024              1000      0.175       0.73        5.85           0.451       0.171       0.472     
256        256             2048              1000      0.277       0.93        7.40           0.654       0.272       0.575     
512        512             4096              1000      0.496       1.03        8.25           0.948       0.476       0.681     
1024       1024            8192              1000      0.910       1.12        9.00           1.395       0.883       1.319     
2048       2048            16384             1000      1.717       1.19        9.54           15.063      1.698       2.379     
4096       4096            32768             1000      3.350       1.22        9.78           17.652      3.329       3.843     
8192       8192            65536             1000      6.601       1.24        9.93           6.915       6.588       6.879     
16384      16384           131072            1000      13.188      1.24        9.94           41.651      13.104      13.299    
32768      32768           262144            1000      26.419      1.24        9.92           154.921     26.136      26.555    
65536      65536           524288            1000      52.561      1.25        9.97           170.002     52.208      52.578    
131072     131072          1048576           1000      104.911     1.25        9.99           190.472     104.341     104.665   
262144     262144          2097152           1000      209.437     1.25        10.01          248.021     208.717     210.133   
524288     524288          4194304           1000      418.176     1.25        10.03          444.153     417.283     418.295   
1048576    1048576         8388608           1000      835.996     1.25        10.03          941.243     834.335     993.245   

