the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          4               16                1000      0.080       0.05        0.20           0.119       0.073       0.100     
2          8               32                1000      0.085       0.09        0.38           0.132       0.075       0.095     
4          16              64                1000      0.085       0.19        0.75           0.121       0.077       0.110     
8          32              128               1000      0.088       0.36        1.46           0.101       0.080       0.123     
16         64              256               1000      0.093       0.69        2.76           0.286       0.085       0.231     
32         128             512               1000      0.104       1.24        4.94           0.326       0.098       0.116     
64         256             1024              1000      0.128       1.99        7.98           0.344       0.122       0.161     
128        512             2048              1000      0.175       2.92        11.69          0.209       0.168       0.244     
256        1024            4096              1000      0.270       3.80        15.19          0.506       0.262       0.341     
512        2048            8192              1000      0.461       4.44        17.76          0.501       0.453       0.501     
1024       4096            16384             1000      0.850       4.82        19.29          1.103       0.831       0.880     
2048       8192            32768             1000      1.607       5.10        20.39          1.839       1.593       1.714     
4096       16384           65536             1000      3.159       5.19        20.75          3.430       3.117       3.206     
8192       32768           131072            1000      6.288       5.21        20.85          14.380      6.193       6.484     
16384      65536           262144            1000      12.366      5.30        21.20          12.634      12.222      12.606    
32768      131072          524288            1000      24.638      5.32        21.28          33.141      24.408      25.063    
65536      262144          1048576           1000      49.081      5.34        21.36          54.632      48.920      50.307    
131072     524288          2097152           1000      97.678      5.37        21.47          106.137     96.967      99.916    
262144     1048576         4194304           1000      195.041     5.38        21.50          205.664     194.297     201.186   
524288     2097152         8388608           1000      408.149     5.14        20.55          428.210     405.771     411.903   
1048576    4194304         16777216          1000      837.545     5.01        20.03          857.329     832.947     836.004   

