the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          7               16                1000      0.771       0.01        0.02           175.860     0.540       1.360     
2          14              32                1000      0.592       0.02        0.05           0.980       0.540       1.200     
4          28              64                1000      0.599       0.05        0.11           1.060       0.540       0.780     
8          56              128               1000      0.607       0.09        0.21           0.800       0.560       0.820     
16         112             256               1000      0.633       0.18        0.40           8.300       0.580       0.960     
32         224             512               1000      0.683       0.33        0.75           1.320       0.640       1.000     
64         448             1024              1000      0.791       0.57        1.29           11.800      0.720       1.120     
128        896             2048              1000      0.964       0.93        2.12           8.900       0.900       1.560     
256        1792            4096              1000      1.333       1.34        3.07           1.580       1.260       1.440     
512        3584            8192              1000      2.121       1.69        3.86           2.420       2.020       2.420     
1024       7168            16384             1000      3.467       2.07        4.73           4.340       3.320       5.040     
2048       14336           32768             1000      5.930       2.42        5.53           22.240      5.820       10.260    
4096       28672           65536             1000      11.067      2.59        5.92           23.220      10.980      17.180    
8192       57344           131072            1000      21.575      2.66        6.08           133.120     21.220      27.720    
16384      114688          262144            1000      42.051      2.73        6.23           78.160      41.780      57.480    
32768      229376          524288            1000      83.947      2.73        6.25           221.420     82.860      111.100   
65536      458752          1048576           1000      252.860     1.81        4.15           343.440     233.560     201.880   
131072     917504          2097152           1000      391.942     2.34        5.35           442.300     384.900     373.220   
262144     1835008         4194304           1000      746.964     2.46        5.62           796.960     734.400     722.760   
524288     3670016         8388608           1000      1399.742    2.62        5.99           1498.820    1389.580    1409.720  
1048576    7340032         16777216          1000      3028.037    2.42        5.54           3365.780    3007.660    3019.140  

