the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.074       0.01        0.05           0.135       0.073       0.132     
2          2               8                 1000      0.075       0.03        0.11           0.109       0.074       0.122     
4          4               16                1000      0.074       0.05        0.21           0.129       0.074       0.130     
8          8               32                1000      0.079       0.10        0.40           0.137       0.077       0.141     
16         16              64                1000      0.082       0.19        0.78           0.114       0.081       0.156     
32         32              128               1000      0.092       0.35        1.39           0.144       0.091       0.149     
64         64              256               1000      0.111       0.58        2.31           0.141       0.109       0.165     
128        128             512               1000      0.148       0.86        3.45           0.199       0.147       0.243     
256        256             1024              1000      0.223       1.15        4.59           0.285       0.221       0.279     
512        512             2048              1000      0.374       1.37        5.48           0.482       0.372       0.680     
1024       1024            4096              1000      0.683       1.50        5.99           0.717       0.681       0.785     
2048       2048            8192              1000      1.276       1.61        6.42           1.613       1.274       1.551     
4096       4096            16384             1000      2.489       1.65        6.58           2.563       2.485       2.682     
8192       8192            32768             1000      4.891       1.67        6.70           5.098       4.890       5.103     
16384      16384           65536             1000      9.714       1.69        6.75           10.182      9.707       9.847     
32768      32768           131072            1000      19.384      1.69        6.76           28.967      19.327      19.560    
65536      65536           262144            1000      39.226      1.67        6.68           352.509     38.566      38.958    
131072     131072          524288            1000      77.740      1.69        6.74           516.054     77.043      77.634    
262144     262144          1048576           1000      154.725     1.69        6.78           372.144     154.001     154.341   
524288     524288          2097152           1000      308.404     1.70        6.80           388.832     307.933     309.001   
1048576    1048576         4194304           1000      616.640     1.70        6.80           682.591     615.752     616.911   

