the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.227       0.00        0.04           0.294       0.221       0.608     
2          2               16                1000      0.233       0.01        0.07           0.456       0.222       0.972     
4          4               32                1000      0.230       0.02        0.14           0.581       0.224       0.634     
8          8               64                1000      0.236       0.03        0.27           0.465       0.227       0.544     
16         16              128               1000      0.237       0.07        0.54           0.483       0.231       0.694     
32         32              256               1000      0.245       0.13        1.04           0.308       0.241       0.690     
64         64              512               1000      0.298       0.21        1.72           0.515       0.276       0.635     
128        128             1024              1000      0.341       0.38        3.00           0.403       0.330       0.534     
256        256             2048              1000      0.462       0.55        4.43           0.679       0.447       1.181     
512        512             4096              1000      0.708       0.72        5.78           0.923       0.688       0.897     
1024       1024            8192              1000      1.170       0.87        7.00           1.266       1.153       1.359     
2048       2048            16384             1000      2.111       0.97        7.76           9.575       2.082       2.399     
4096       4096            32768             1000      3.987       1.03        8.22           4.233       3.960       4.331     
8192       8192            65536             1000      7.986       1.03        8.21           14.061      7.815       8.275     
16384      16384           131072            1000      15.611      1.05        8.40           21.484      15.283      15.808    
32768      32768           262144            1000      30.385      1.08        8.63           36.791      30.066      37.873    
65536      65536           524288            1000      61.124      1.07        8.58           69.217      60.618      60.831    
131072     131072          1048576           1000      121.215     1.08        8.65           129.260     120.440     121.089   
262144     262144          2097152           1000      240.574     1.09        8.72           248.121     239.620     240.812   
524288     524288          4194304           1000      479.009     1.09        8.76           486.366     478.174     479.423   
1048576    1048576         8388608           1000      956.874     1.10        8.77           967.748     955.024     955.839   

