the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.100       0.01        0.08           0.200       0.040       0.080     
2          2               16                1000      0.114       0.02        0.14           0.200       0.040       0.080     
4          4               32                1000      0.121       0.03        0.26           0.240       0.040       0.160     
8          8               64                1000      0.097       0.08        0.66           0.180       0.040       0.100     
16         16              128               1000      0.100       0.16        1.27           0.140       0.060       0.120     
32         32              256               1000      0.101       0.32        2.54           0.200       0.060       0.080     
64         64              512               1000      0.108       0.59        4.72           0.220       0.080       0.240     
128        128             1024              1000      0.124       1.03        8.24           0.220       0.100       0.160     
256        256             2048              1000      0.165       1.55        12.39          0.300       0.140       0.400     
512        512             4096              1000      0.254       2.01        16.11          0.320       0.220       0.380     
1024       1024            8192              1000      0.439       2.33        18.68          0.740       0.400       1.180     
2048       2048            16384             1000      0.825       2.48        19.85          1.280       0.780       2.120     
4096       4096            32768             1000      1.589       2.58        20.62          7.240       1.520       4.480     
8192       8192            65536             1000      3.277       2.50        20.00          41.740      3.180       9.760     
16384      16384           131072            1000      6.167       2.66        21.25          22.400      6.080       14.700    
32768      32768           262144            1000      12.355      2.65        21.22          35.340      12.000      33.040    
65536      65536           524288            1000      24.298      2.70        21.58          73.980      23.540      74.520    
131072     131072          1048576           1000      148.531     0.88        7.06           171.500     120.420     120.160   
262144     262144          2097152           1000      251.064     1.04        8.35           296.100     241.120     236.140   
524288     524288          4194304           1000      463.125     1.13        9.06           495.700     452.300     452.560   
1048576    1048576         8388608           1000      920.602     1.14        9.11           997.040     912.160     917.100   

