the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.407       0.00        0.02           9.320       0.360       0.600     
2          2               16                1000      0.401       0.00        0.04           0.560       0.380       0.560     
4          4               32                1000      0.424       0.01        0.08           0.760       0.380       0.740     
8          8               64                1000      0.420       0.02        0.15           0.700       0.380       1.060     
16         16              128               1000      0.425       0.04        0.30           0.900       0.380       1.000     
32         32              256               1000      0.451       0.07        0.57           0.620       0.420       0.660     
64         64              512               1000      0.520       0.12        0.98           0.680       0.480       0.780     
128        128             1024              1000      0.642       0.20        1.60           0.840       0.600       1.000     
256        256             2048              1000      0.838       0.31        2.44           1.000       0.800       1.360     
512        512             4096              1000      1.331       0.38        3.08           10.480      1.260       2.280     
1024       1024            8192              1000      2.197       0.47        3.73           10.500      2.120       2.560     
2048       2048            16384             1000      3.905       0.52        4.20           9.660       3.840       4.520     
4096       4096            32768             1000      7.365       0.56        4.45           12.320      7.280       8.120     
8192       8192            65536             1000      14.254      0.57        4.60           22.360      14.100      18.180    
16384      16384           131072            1000      28.391      0.58        4.62           41.920      27.800      33.020    
32768      32768           262144            1000      55.704      0.59        4.71           82.920      55.120      63.720    
65536      65536           524288            1000      110.882     0.59        4.73           133.960     109.820     128.300   
131072     131072          1048576           1000      248.915     0.53        4.21           267.520     237.360     243.540   
262144     262144          2097152           1000      462.959     0.57        4.53           487.340     460.160     461.880   
524288     524288          4194304           1000      917.234     0.57        4.57           934.840     909.780     912.420   
1048576    1048576         8388608           1000      1831.915    0.57        4.58           1847.240    1816.480    1846.140  

