the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.092       0.07        0.26           0.240       0.040       0.100     
2          12              48                1000      0.094       0.13        0.51           0.220       0.060       0.200     
4          24              96                1000      0.121       0.20        0.79           0.400       0.060       0.360     
8          48              192               1000      0.141       0.34        1.36           0.480       0.080       0.140     
16         96              384               1000      0.077       1.24        4.98           0.260       0.060       0.500     
32         192             768               1000      0.084       2.28        9.13           2.000       0.060       0.120     
64         384             1536              1000      0.119       3.23        12.92          0.260       0.100       0.320     
128        768             3072              1000      0.154       4.98        19.92          0.340       0.140       0.320     
256        1536            6144              1000      0.242       6.34        25.37          0.620       0.220       0.660     
512        3072            12288             1000      0.423       7.26        29.05          0.880       0.380       0.800     
1024       6144            24576             1000      0.761       8.08        32.30          1.120       0.740       1.620     
2048       12288           49152             1000      1.484       8.28        33.12          2.060       1.420       3.400     
4096       24576           98304             1000      3.179       7.73        30.92          9.020       2.820       6.500     
8192       49152           196608            1000      5.636       8.72        34.88          12.320      5.500       23.340    
16384      98304           393216            1000      11.064      8.89        35.54          21.740      10.880      35.760    
32768      196608          786432            1000      22.508      8.73        34.94          56.220      21.640      62.960    
65536      393216          1572864           1000      82.287      4.78        19.11          120.600     74.940      126.980   
131072     786432          3145728           1000      183.294     4.29        17.16          200.240     176.680     184.000   
262144     1572864         6291456           1000      423.528     3.71        14.85          447.820     415.960     425.540   
524288     3145728         12582912          1000      884.820     3.56        14.22          938.060     876.420     886.240   
1048576    6291456         25165824          1000      2012.640    3.13        12.50          2314.580    1994.880    2022.940  

