the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               8                 1000      0.096       0.06        0.08           0.300       0.060       0.080     
2          12              16                1000      0.081       0.15        0.20           0.200       0.060       0.040     
3          18              24                1000      0.100       0.18        0.24           7.700       0.040       0.260     
4          24              32                1000      0.107       0.22        0.30           0.220       0.040       0.200     
5          30              40                1000      0.114       0.26        0.35           0.220       0.060       0.140     
6          36              48                1000      0.107       0.34        0.45           0.240       0.060       0.140     
7          42              56                1000      0.121       0.35        0.46           6.960       0.060       0.160     
8          48              64                1000      0.121       0.40        0.53           0.260       0.060       0.200     
16         96              128               1000      0.117       0.82        1.09           0.260       0.060       0.560     
32         192             256               1000      0.118       1.63        2.18           0.240       0.080       0.460     
64         384             512               1000      0.142       2.71        3.62           0.240       0.100       0.560     
128        768             1024              1000      0.155       4.95        6.60           0.260       0.140       0.660     
256        1536            2048              1000      0.218       7.03        9.38           0.680       0.200       0.580     
512        3072            4096              1000      0.352       8.73        11.64          0.460       0.320       0.960     
1024       6144            8192              1000      0.634       9.69        12.93          1.000       0.600       2.520     
2048       12288           16384             1000      1.502       8.18        10.91          6.640       1.240       2.860     
4096       24576           32768             1000      2.661       9.24        12.32          3.520       2.500       11.480    
8192       49152           65536             1000      5.333       9.22        12.29          11.760      5.060       23.420    
16384      98304           131072            1000      10.333      9.51        12.69          19.900      10.040      51.840    
32768      196608          262144            1000      20.484      9.60        12.80          53.500      19.980      75.920    
65536      393216          524288            1000      40.432      9.73        12.97          86.900      39.580      149.420   
131072     786432          1048576           1000      86.622      9.08        12.11          255.800     80.440      281.280   
262144     1572864         2097152           1000      613.275     2.56        3.42           638.360     539.660     640.300   
524288     3145728         4194304           1000      1401.300    2.24        2.99           1853.320    811.740     1382.920  
1048576    6291456         8388608           1000      2934.531    2.14        2.86           3135.480    2498.420    2944.100  

