the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.086       0.01        0.14           0.116       0.082       0.352     
2          2               24                1000      0.087       0.02        0.27           0.320       0.086       0.172     
4          4               48                1000      0.098       0.04        0.49           0.136       0.095       0.169     
8          8               96                1000      0.114       0.07        0.84           0.137       0.111       0.170     
16         16              192               1000      0.179       0.09        1.07           0.213       0.149       0.322     
32         32              384               1000      0.285       0.11        1.35           0.462       0.258       0.626     
64         64              768               1000      0.481       0.13        1.60           0.721       0.451       0.996     
128        128             1536              1000      0.910       0.14        1.69           1.577       0.865       2.012     
256        256             3072              1000      1.806       0.14        1.70           2.727       1.738       4.294     
512        512             6144              1000      3.795       0.13        1.62           6.179       3.702       8.323     
1024       1024            12288             1000      10.826      0.09        1.14           1300.407    6.777       10.981    
2048       2048            24576             1000      23.948      0.09        1.03           553.125     16.569      24.829    
4096       4096            49152             1000      44.786      0.09        1.10           167.027     38.537      46.603    
8192       8192            98304             1000      89.991      0.09        1.09           157.806     83.305      90.879    
16384      16384           196608            1000      188.732     0.09        1.04           253.603     172.229     185.636   
32768      32768           393216            1000      367.867     0.09        1.07           433.635     348.492     367.079   
65536      65536           786432            1000      745.866     0.09        1.05           918.800     709.098     702.579   
131072     131072          1572864           1000      1505.943    0.09        1.04           1690.309    1435.318    1458.412  
262144     262144          3145728           1000      3019.911    0.09        1.04           3698.671    2884.755    3042.661  
524288     524288          6291456           1000      6087.071    0.09        1.03           6586.656    5891.776    6111.047  
1048576    1048576         12582912          1000      12060.078   0.09        1.04           14030.783   11787.991   11862.607 

