the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.074       0.03        0.11           0.082       0.073       0.675     
2          4               16                1000      0.075       0.05        0.21           0.080       0.074       0.497     
4          8               32                1000      0.076       0.11        0.42           0.085       0.076       0.495     
8          16              64                1000      0.080       0.20        0.80           0.089       0.080       0.860     
16         32              128               1000      0.088       0.36        1.45           0.093       0.087       0.510     
32         64              256               1000      0.100       0.64        2.56           0.100       0.100       0.523     
64         128             512               1000      0.122       1.05        4.20           0.122       0.121       0.710     
128        256             1024              1000      0.174       1.47        5.90           0.174       0.171       0.605     
256        512             2048              1000      0.135       3.79        15.17          0.135       0.134       0.378     
512        1024            4096              1000      0.189       5.43        21.70          0.198       0.187       0.285     
1024       2048            8192              1000      0.294       6.97        27.89          0.304       0.293       0.493     
2048       4096            16384             1000      0.512       8.01        32.03          0.523       0.511       0.578     
4096       8192            32768             1000      0.938       8.73        34.93          0.954       0.938       1.362     
8192       16384           65536             1000      1.785       9.18        36.71          1.807       1.784       2.269     
16384      32768           131072            1000      3.486       9.40        37.60          3.486       3.486       3.897     
32768      65536           262144            1000      6.920       9.47        37.88          27.230      6.881       7.491     
65536      131072          524288            1000      13.728      9.55        38.19          29.157      13.712      14.694    
131072     262144          1048576           1000      27.801      9.43        37.72          40.405      27.330      28.399    
262144     524288          2097152           1000      55.533      9.44        37.76          72.173      54.562      55.966    
524288     1048576         4194304           1000      110.974     9.45        37.80          139.368     109.049     111.284   
1048576    2097152         8388608           1000      221.851     9.45        37.81          234.468     218.028     222.292   

