the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.076       0.08        0.32           0.154       0.074       0.108     
2          12              48                1000      0.077       0.16        0.62           0.088       0.074       0.121     
4          24              96                1000      0.078       0.31        1.23           0.121       0.074       0.225     
8          48              192               1000      0.083       0.58        2.31           0.115       0.077       0.153     
16         96              384               1000      0.086       1.12        4.48           0.135       0.080       0.155     
32         192             768               1000      0.090       2.13        8.53           0.127       0.087       0.131     
64         384             1536              1000      0.106       3.61        14.45          0.148       0.105       0.163     
128        768             3072              1000      0.143       5.38        21.54          0.176       0.140       0.199     
256        1536            6144              1000      0.210       7.30        29.20          0.244       0.207       0.233     
512        3072            12288             1000      0.354       8.67        34.67          5.734       0.344       0.413     
1024       6144            24576             1000      0.623       9.87        39.47          0.665       0.617       0.670     
2048       12288           49152             1000      1.171       10.49       41.96          1.207       1.163       1.248     
4096       24576           98304             1000      2.271       10.82       43.28          2.302       2.259       2.310     
8192       49152           196608            1000      4.488       10.95       43.81          4.593       4.463       4.658     
16384      98304           393216            1000      8.912       11.03       44.12          9.029       8.844       9.070     
32768      196608          786432            1000      17.706      11.10       44.42          21.244      17.600      18.506    
65536      393216          1572864           1000      35.262      11.15       44.61          39.436      35.117      36.686    
131072     786432          3145728           1000      70.321      11.18       44.73          74.163      70.072      74.756    
262144     1572864         6291456           1000      141.311     11.13       44.52          147.715     140.556     151.632   
524288     3145728         12582912          1000      378.852     8.30        33.21          398.269     371.715     392.862   
1048576    6291456         25165824          1000      744.051     8.46        33.82          778.444     739.218     769.246   

