the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.055       0.02        0.22           0.060       0.040       0.280     
2          2               24                1000      0.054       0.04        0.44           0.080       0.040       0.120     
4          4               48                1000      0.057       0.07        0.85           0.080       0.040       0.400     
8          8               96                1000      0.050       0.16        1.92           0.100       0.040       0.260     
16         16              192               1000      0.068       0.24        2.82           8.380       0.040       0.180     
32         32              384               1000      0.066       0.49        5.82           0.080       0.060       0.160     
64         64              768               1000      0.077       0.83        10.00          0.160       0.060       0.300     
128        128             1536              1000      0.102       1.25        15.03          0.240       0.100       0.360     
256        256             3072              1000      0.178       1.44        17.26          0.200       0.160       0.420     
512        512             6144              1000      0.301       1.70        20.38          0.320       0.300       1.300     
1024       1024            12288             1000      0.477       2.15        25.74          0.720       0.460       3.040     
2048       2048            24576             1000      0.992       2.07        24.78          1.040       0.980       4.180     
4096       4096            49152             1000      2.620       1.56        18.76          2.660       2.600       12.200    
8192       8192            98304             1000      9.099       0.90        10.80          24.980      9.020       35.220    
16384      16384           196608            1000      15.962      1.03        12.32          24.280      15.460      58.260    
32768      32768           393216            1000      21.890      1.50        17.96          48.280      21.680      117.880   
65536      65536           786432            1000      70.736      0.93        11.12          140.440     67.960      310.500   
131072     131072          1572864           1000      209.507     0.63        7.51           402.400     180.860     711.740   
262144     262144          3145728           1000      600.033     0.44        5.24           806.080     584.660     979.520   
524288     524288          6291456           1000      2540.938    0.21        2.48           2645.180    2153.900    2697.380  
1048576    1048576         12582912          1000      5778.068    0.18        2.18           5839.720    5387.200    5769.020  

