the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.083       0.01        0.10           0.180       0.040       0.060     
2          2               16                1000      0.125       0.02        0.13           0.220       0.060       0.360     
4          4               32                1000      0.145       0.03        0.22           0.180       0.080       0.120     
8          8               64                1000      0.162       0.05        0.39           0.260       0.080       0.200     
16         16              128               1000      0.139       0.11        0.92           0.240       0.060       0.240     
32         32              256               1000      0.134       0.24        1.91           0.280       0.060       0.200     
64         64              512               1000      0.137       0.47        3.73           0.240       0.080       0.420     
128        128             1024              1000      0.155       0.82        6.59           0.240       0.120       0.440     
256        256             2048              1000      0.207       1.24        9.90           0.300       0.180       0.400     
512        512             4096              1000      0.330       1.55        12.43          0.520       0.280       1.260     
1024       1024            8192              1000      0.556       1.84        14.72          0.980       0.520       1.160     
2048       2048            16384             1000      1.043       1.96        15.71          1.160       0.980       2.940     
4096       4096            32768             1000      1.935       2.12        16.93          7.180       1.860       4.320     
8192       8192            65536             1000      3.677       2.23        17.82          4.620       3.600       7.780     
16384      16384           131072            1000      7.160       2.29        18.31          13.500      7.020       13.420    
32768      32768           262144            1000      14.089      2.33        18.61          26.520      13.860      27.540    
65536      65536           524288            1000      28.372      2.31        18.48          66.500      27.460      59.220    
131072     131072          1048576           1000      142.865     0.92        7.34           189.820     122.580     143.740   
262144     262144          2097152           1000      333.534     0.79        6.29           357.780     324.440     346.100   
524288     524288          4194304           1000      637.484     0.82        6.58           664.500     626.180     634.220   
1048576    1048576         8388608           1000      1274.608    0.82        6.58           1316.560    1257.460    1269.080  

