the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.085       0.01        0.05           0.180       0.040       0.080     
2          2               8                 1000      0.085       0.02        0.09           0.120       0.040       0.080     
4          4               16                1000      0.086       0.05        0.19           0.120       0.060       0.120     
8          8               32                1000      0.093       0.09        0.34           0.500       0.040       0.220     
16         16              64                1000      0.093       0.17        0.69           0.240       0.060       0.080     
32         32              128               1000      0.090       0.36        1.42           0.200       0.060       0.260     
64         64              256               1000      0.095       0.67        2.70           0.260       0.080       0.120     
128        128             512               1000      0.128       1.00        4.01           0.360       0.100       0.160     
256        256             1024              1000      0.189       1.36        5.43           0.260       0.160       0.220     
512        512             2048              1000      0.308       1.66        6.65           0.500       0.300       0.600     
1024       1024            4096              1000      0.569       1.80        7.20           1.020       0.560       0.940     
2048       2048            8192              1000      1.095       1.87        7.48           1.260       1.080       1.660     
4096       4096            16384             1000      2.142       1.91        7.65           9.520       2.100       3.040     
8192       8192            32768             1000      4.209       1.95        7.79           5.580       4.200       8.680     
16384      16384           65536             1000      8.345       1.96        7.85           22.160      8.280       19.420    
32768      32768           131072            1000      16.564      1.98        7.91           26.460      16.480      35.280    
65536      65536           262144            1000      33.201      1.97        7.90           126.800     32.880      71.440    
131072     131072          524288            1000      66.555      1.97        7.88           197.780     65.660      145.880   
262144     262144          1048576           1000      281.995     0.93        3.72           343.900     265.880     229.680   
524288     524288          2097152           1000      481.384     1.09        4.36           518.000     460.240     426.280   
1048576    1048576         4194304           1000      883.554     1.19        4.75           933.060     874.400     843.100   

