the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.091       0.01        0.09           0.220       0.040       0.200     
2          2               16                1000      0.105       0.02        0.15           0.360       0.040       0.340     
4          4               32                1000      0.121       0.03        0.26           0.240       0.040       0.520     
8          8               64                1000      0.116       0.07        0.55           0.240       0.060       0.380     
16         16              128               1000      0.133       0.12        0.96           0.480       0.060       0.480     
32         32              256               1000      0.145       0.22        1.77           0.300       0.080       0.140     
64         64              512               1000      0.173       0.37        2.96           0.320       0.120       0.400     
128        128             1024              1000      0.234       0.55        4.37           0.360       0.180       0.480     
256        256             2048              1000      0.348       0.74        5.89           0.500       0.300       0.680     
512        512             4096              1000      0.604       0.85        6.78           1.040       0.540       1.140     
1024       1024            8192              1000      1.107       0.92        7.40           2.000       1.040       3.260     
2048       2048            16384             1000      2.133       0.96        7.68           3.880       2.040       6.060     
4096       4096            32768             1000      4.052       1.01        8.09           5.200       3.900       11.520    
8192       8192            65536             1000      8.679       0.94        7.55           16.080      8.360       25.180    
16384      16384           131072            1000      16.039      1.02        8.17           43.700      15.180      49.280    
32768      32768           262144            1000      35.859      0.91        7.31           110.460     32.940      109.720   
65536      65536           524288            1000      230.490     0.28        2.27           247.340     198.620     190.460   
131072     131072          1048576           1000      454.377     0.29        2.31           488.220     445.300     433.880   
262144     262144          2097152           1000      1052.753    0.25        1.99           1092.760    1035.900    1040.280  
524288     524288          4194304           1000      2302.169    0.23        1.82           2372.940    2281.760    2293.720  
1048576    1048576         8388608           1000      5484.332    0.19        1.53           5676.160    5449.140    5693.080  

