the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.256       0.00        0.02           0.560       0.220       0.420     
2          2               8                 1000      0.270       0.01        0.03           7.260       0.240       0.440     
4          4               16                1000      0.261       0.02        0.06           0.440       0.240       0.440     
8          8               32                1000      0.268       0.03        0.12           0.440       0.220       0.520     
16         16              64                1000      0.277       0.06        0.23           0.500       0.260       0.600     
32         32              128               1000      0.290       0.11        0.44           0.460       0.260       0.420     
64         64              256               1000      0.373       0.17        0.69           0.680       0.320       0.560     
128        128             512               1000      0.516       0.25        0.99           9.260       0.440       0.620     
256        256             1024              1000      0.765       0.33        1.34           9.840       0.720       1.180     
512        512             2048              1000      1.279       0.40        1.60           11.640      1.220       1.440     
1024       1024            4096              1000      2.296       0.45        1.78           2.460       2.260       2.520     
2048       2048            8192              1000      4.384       0.47        1.87           13.560      4.320       4.440     
4096       4096            16384             1000      8.501       0.48        1.93           20.000      8.440       8.560     
8192       8192            32768             1000      16.731      0.49        1.96           25.560      16.640      17.020    
16384      16384           65536             1000      33.129      0.49        1.98           41.280      33.020      33.940    
32768      32768           131072            1000      65.927      0.50        1.99           74.220      65.800      67.240    
65536      65536           262144            1000      131.649     0.50        1.99           140.620     131.320     135.700   
131072     131072          524288            1000      263.258     0.50        1.99           279.020     262.360     275.320   
262144     262144          1048576           1000      545.657     0.48        1.92           567.960     539.940     537.200   
524288     524288          2097152           1000      1074.516    0.49        1.95           1097.360    1064.800    1076.600  
1048576    1048576         4194304           1000      2189.930    0.48        1.92           2203.920    2171.400    2179.720  

