the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.049       0.12        0.49           0.100       0.040       0.060     
2          12              48                1000      0.089       0.14        0.54           0.300       0.060       0.540     
4          24              96                1000      0.096       0.25        1.00           0.420       0.060       0.760     
8          48              192               1000      0.106       0.45        1.81           0.280       0.060       0.780     
16         96              384               1000      0.099       0.97        3.90           0.260       0.080       0.840     
32         192             768               1000      0.095       2.02        8.07           0.120       0.060       0.540     
64         384             1536              1000      0.112       3.43        13.70          0.500       0.080       0.400     
128        768             3072              1000      0.124       6.17        24.68          0.260       0.100       0.520     
256        1536            6144              1000      0.179       8.60        34.39          0.360       0.160       0.420     
512        3072            12288             1000      0.263       11.68       46.73          0.440       0.240       0.560     
1024       6144            24576             1000      0.461       13.32       53.27          7.420       0.420       1.380     
2048       12288           49152             1000      0.823       14.94       59.75          1.000       0.800       2.040     
4096       24576           98304             1000      1.641       14.97       59.89          2.060       1.600       3.880     
8192       49152           196608            1000      3.218       15.28       61.10          4.440       3.100       7.740     
16384      98304           393216            1000      6.145       16.00       63.99          13.800      6.020       16.020    
32768      196608          786432            1000      12.104      16.24       64.97          19.500      11.920      36.060    
65536      393216          1572864           1000      24.104      16.31       65.25          52.420      23.760      69.920    
131072     786432          3145728           1000      48.612      16.18       64.71          140.720     47.400      124.100   
262144     1572864         6291456           1000      254.991     6.17        24.67          325.480     238.520     232.640   
524288     3145728         12582912          1000      443.952     7.09        28.34          740.920     428.580     397.960   
1048576    6291456         25165824          1000      780.134     8.06        32.26          1534.220    758.900     743.400   

