the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               20                1000      0.075       0.03        0.27           0.124       0.073       0.338     
2          4               40                1000      0.077       0.05        0.52           0.294       0.074       0.240     
4          8               80                1000      0.077       0.10        1.04           0.094       0.076       0.135     
8          16              160               1000      0.079       0.20        2.03           0.135       0.077       0.111     
16         32              320               1000      0.087       0.37        3.69           5.164       0.081       0.111     
32         64              640               1000      0.090       0.71        7.10           0.136       0.089       0.096     
64         128             1280              1000      0.109       1.17        11.72          0.152       0.105       0.125     
128        256             2560              1000      0.154       1.66        16.64          0.200       0.138       0.302     
256        512             5120              1000      0.208       2.46        24.63          0.250       0.203       0.280     
512        1024            10240             1000      0.363       2.82        28.24          0.403       0.337       0.397     
1024       2048            20480             1000      0.605       3.39        33.86          0.675       0.597       0.701     
2048       4096            40960             1000      1.138       3.60        35.98          1.371       1.123       1.560     
4096       8192            81920             1000      2.237       3.66        36.62          2.355       2.181       2.755     
8192       16384           163840            1000      4.352       3.77        37.65          4.520       4.296       4.956     
16384      32768           327680            1000      8.967       3.65        36.54          13.336      8.690       9.693     
32768      65536           655360            1000      18.217      3.60        35.98          23.290      17.524      21.034    
65536      131072          1310720           1000      35.011      3.74        37.44          40.339      34.173      45.929    
131072     262144          2621440           1000      77.224      3.39        33.95          91.078      74.506      94.583    
262144     524288          5242880           1000      214.743     2.44        24.41          223.006     207.798     221.138   
524288     1048576         10485760          1000      393.996     2.66        26.61          416.621     390.319     393.748   
1048576    2097152         20971520          1000      816.257     2.57        25.69          846.781     812.807     815.561   

