the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               4                 1000      0.115       0.02        0.03           0.238       0.109       0.289     
2          4               8                 1000      0.115       0.03        0.07           0.214       0.110       0.207     
4          8               16                1000      0.107       0.07        0.15           0.191       0.101       0.138     
8          16              32                1000      0.107       0.15        0.30           0.196       0.101       0.436     
16         32              64                1000      0.112       0.29        0.57           0.285       0.107       0.344     
32         64              128               1000      0.119       0.54        1.08           0.369       0.112       0.470     
64         128             256               1000      0.115       1.11        2.23           0.214       0.110       0.282     
128        256             512               1000      0.114       2.25        4.51           0.256       0.110       0.311     
256        512             1024              1000      0.134       3.83        7.66           0.236       0.131       0.416     
512        1024            2048              1000      0.167       6.12        12.25          0.392       0.164       0.256     
1024       2048            4096              1000      0.221       9.29        18.58          0.349       0.217       0.328     
2048       4096            8192              1000      0.342       11.99       23.98          0.438       0.338       0.541     
4096       8192            16384             1000      0.574       14.28       28.57          0.672       0.569       0.609     
8192       16384           32768             1000      1.044       15.70       31.39          1.137       1.038       1.123     
16384      32768           65536             1000      1.986       16.50       33.00          2.166       1.976       2.389     
32768      65536           131072            1000      3.885       16.87       33.74          8.011       3.848       4.968     
65536      131072          262144            1000      7.685       17.05       34.11          12.265      7.616       9.240     
131072     262144          524288            1000      15.260      17.18       34.36          15.730      15.072      19.844    
262144     524288          1048576           1000      30.754      17.05       34.10          35.024      30.449      40.085    
524288     1048576         2097152           1000      61.536      17.04       34.08          70.590      60.816      86.842    
1048576    2097152         4194304           1000      136.145     15.40       30.81          172.012     131.684     191.188   

