the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.049       0.02        0.33           0.060       0.040       0.060     
2          2               32                1000      0.050       0.04        0.64           0.060       0.040       0.220     
4          4               64                1000      0.053       0.08        1.22           0.080       0.040       0.240     
8          8               128               1000      0.056       0.14        2.29           0.060       0.040       0.140     
16         16              256               1000      0.064       0.25        4.00           0.080       0.060       0.120     
32         32              512               1000      0.081       0.39        6.29           7.880       0.060       0.260     
64         64              1024              1000      0.096       0.67        10.72          0.120       0.080       0.320     
128        128             2048              1000      0.138       0.93        14.89          0.160       0.120       0.520     
256        256             4096              1000      0.222       1.16        18.49          0.260       0.220       0.880     
512        512             8192              1000      0.390       1.31        21.00          0.440       0.380       1.000     
1024       1024            16384             1000      0.734       1.39        22.32          0.780       0.720       2.140     
2048       2048            32768             1000      1.421       1.44        23.06          11.680      1.400       4.300     
4096       4096            65536             1000      2.917       1.40        22.47          12.000      2.860       9.360     
8192       8192            131072            1000      6.426       1.27        20.40          33.880      6.120       22.800    
16384      16384           262144            1000      14.559      1.13        18.01          26.560      14.420      36.200    
32768      32768           524288            1000      29.026      1.13        18.06          50.600      27.540      76.960    
65536      65536           1048576           1000      60.800      1.08        17.25          160.940     58.420      186.220   
131072     131072          2097152           1000      116.793     1.12        17.96          421.200     106.560     311.940   
262144     262144          4194304           1000      497.748     0.53        8.43           1009.280    447.080     645.040   
524288     524288          8388608           1000      853.201     0.61        9.83           1233.500    833.620     879.560   
1048576    1048576         16777216          1000      1740.757    0.60        9.64           2287.980    1716.780    2608.560  

