the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.075       0.01        0.16           0.090       0.075       0.490     
2          2               24                1000      0.077       0.03        0.31           0.089       0.076       0.303     
4          4               48                1000      0.080       0.05        0.60           0.095       0.080       0.283     
8          8               96                1000      0.083       0.10        1.16           0.088       0.082       0.133     
16         16              192               1000      0.087       0.18        2.21           0.093       0.087       0.449     
32         32              384               1000      0.097       0.33        3.95           0.114       0.097       0.307     
64         64              768               1000      0.120       0.53        6.40           0.135       0.119       0.491     
128        128             1536              1000      0.166       0.77        9.23           0.180       0.163       0.566     
256        256             3072              1000      0.257       1.00        11.94          0.268       0.253       0.641     
512        512             6144              1000      0.446       1.15        13.79          0.460       0.430       0.822     
1024       1024            12288             1000      0.813       1.26        15.11          0.854       0.787       1.477     
2048       2048            24576             1000      1.574       1.30        15.61          1.649       1.499       2.075     
4096       4096            49152             1000      3.325       1.23        14.78          19.093      3.076       4.431     
8192       8192            98304             1000      6.408       1.28        15.34          13.587      6.326       7.915     
16384      16384           196608            1000      12.105      1.35        16.24          34.852      11.702      16.806    
32768      32768           393216            1000      26.285      1.25        14.96          44.935      25.681      35.306    
65536      65536           786432            1000      48.493      1.35        16.22          60.157      47.491      52.842    
131072     131072          1572864           1000      97.779      1.34        16.09          110.789     96.341      120.406   
262144     262144          3145728           1000      198.441     1.32        15.85          238.548     196.595     291.604   
524288     524288          6291456           1000      593.156     0.88        10.61          655.407     585.409     707.815   
1048576    1048576         12582912          1000      1451.737    0.72        8.67           1605.543    1434.630    1482.297  

