the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               4                 1000      0.377       0.01        0.01           0.580       0.320       1.600     
2          4               8                 1000      0.381       0.01        0.02           0.660       0.320       1.400     
4          8               16                1000      0.380       0.02        0.04           6.880       0.340       1.940     
8          16              32                1000      0.371       0.04        0.09           0.560       0.340       2.200     
16         32              64                1000      0.395       0.08        0.16           1.200       0.300       1.400     
32         64              128               1000      0.393       0.16        0.33           0.760       0.340       2.500     
64         128             256               1000      0.390       0.33        0.66           0.680       0.360       2.280     
128        256             512               1000      0.401       0.64        1.28           0.720       0.360       1.840     
256        512             1024              1000      0.441       1.16        2.32           7.560       0.380       1.360     
512        1024            2048              1000      0.530       1.93        3.86           0.920       0.480       1.920     
1024       2048            4096              1000      0.675       3.04        6.07           7.040       0.620       2.600     
2048       4096            8192              1000      0.930       4.41        8.81           8.740       0.880       3.260     
4096       8192            16384             1000      1.461       5.61        11.22          2.040       1.400       4.280     
8192       16384           32768             1000      2.581       6.35        12.70          3.400       2.540       10.680    
16384      32768           65536             1000      4.655       7.04        14.08          5.760       4.600       21.840    
32768      65536           131072            1000      8.866       7.39        14.78          14.960      8.800       37.040    
65536      131072          262144            1000      17.740      7.39        14.78          68.340      17.160      50.700    
131072     262144          524288            1000      34.820      7.53        15.06          185.220     33.920      105.800   
262144     524288          1048576           1000      147.535     3.55        7.11           238.360     138.800     222.240   
524288     1048576         2097152           1000      494.861     2.12        4.24           525.380     476.300     450.420   
1048576    2097152         4194304           1000      941.863     2.23        4.45           1217.300    901.100     917.480   

