the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.075       0.01        0.16           0.097       0.074       0.321     
2          2               24                1000      0.076       0.03        0.31           0.123       0.075       0.187     
4          4               48                1000      0.077       0.05        0.62           0.129       0.077       0.084     
8          8               96                1000      0.077       0.10        1.25           0.104       0.076       0.141     
16         16              192               1000      0.078       0.20        2.46           0.135       0.077       0.145     
32         32              384               1000      0.079       0.41        4.88           0.105       0.078       0.241     
64         64              768               1000      0.085       0.75        9.04           0.138       0.083       0.159     
128        128             1536              1000      0.096       1.33        15.99          0.155       0.094       0.150     
256        256             3072              1000      0.121       2.12        25.49          0.189       0.115       0.197     
512        512             6144              1000      0.162       3.16        37.86          0.213       0.159       0.215     
1024       1024            12288             1000      0.254       4.02        48.30          0.298       0.247       0.296     
2048       2048            24576             1000      0.509       4.02        48.24          0.565       0.479       0.559     
4096       4096            49152             1000      0.972       4.21        50.55          1.040       0.923       1.039     
8192       8192            98304             1000      1.723       4.75        57.04          1.833       1.646       1.941     
16384      16384           196608            1000      4.090       4.01        48.08          9.119       3.560       4.741     
32768      32768           393216            1000      8.654       3.79        45.44          10.569      7.776       10.010    
65536      65536           786432            1000      18.962      3.46        41.47          21.365      17.487      24.802    
131072     131072          1572864           1000      41.129      3.19        38.24          47.102      38.865      52.128    
262144     262144          3145728           1000      86.529      3.03        36.35          103.454     81.757      107.540   
524288     524288          6291456           1000      228.251     2.30        27.56          237.344     203.750     236.508   
1048576    1048576         12582912          1000      459.103     2.28        27.41          471.676     447.490     459.920   

