the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.073       0.01        0.11           0.260       0.040       0.580     
2          2               16                1000      0.075       0.03        0.21           0.400       0.040       0.340     
4          4               32                1000      0.074       0.05        0.43           0.260       0.040       0.140     
8          8               64                1000      0.073       0.11        0.88           0.220       0.040       0.320     
16         16              128               1000      0.075       0.21        1.71           0.260       0.040       0.180     
32         32              256               1000      0.077       0.42        3.32           0.500       0.060       0.300     
64         64              512               1000      0.098       0.65        5.22           0.440       0.080       0.440     
128        128             1024              1000      0.135       0.95        7.61           0.300       0.100       1.240     
256        256             2048              1000      0.190       1.35        10.76          0.360       0.160       0.660     
512        512             4096              1000      0.303       1.69        13.54          0.360       0.280       1.060     
1024       1024            8192              1000      0.516       1.99        15.89          2.600       0.480       2.540     
2048       2048            16384             1000      1.016       2.02        16.12          1.880       1.000       4.760     
4096       4096            32768             1000      2.101       1.95        15.59          50.540      2.000       8.420     
8192       8192            65536             1000      3.852       2.13        17.01          54.440      3.740       15.020    
16384      16384           131072            1000      8.307       1.97        15.78          57.660      8.140       28.200    
32768      32768           262144            1000      15.997      2.05        16.39          49.060      15.720      78.560    
65536      65536           524288            1000      35.978      1.82        14.57          136.660     31.740      86.200    
131072     131072          1048576           1000      264.055     0.50        3.97           332.720     138.140     141.020   
262144     262144          2097152           1000      389.940     0.67        5.38           698.120     327.160     290.320   
524288     524288          4194304           1000      712.404     0.74        5.89           1246.020    574.000     556.920   
1048576    1048576         8388608           1000      1261.769    0.83        6.65           2385.520    1032.420    1076.380  

