the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.184       0.01        0.07           0.540       0.100       0.220     
2          2               24                1000      0.185       0.01        0.13           0.340       0.120       0.200     
4          4               48                1000      0.237       0.02        0.20           0.400       0.160       0.340     
8          8               96                1000      0.274       0.03        0.35           0.440       0.200       0.300     
16         16              192               1000      0.381       0.04        0.50           0.500       0.300       0.380     
32         32              384               1000      0.542       0.06        0.71           0.860       0.480       0.580     
64         64              768               1000      0.924       0.07        0.83           1.220       0.860       0.900     
128        128             1536              1000      1.629       0.08        0.94           1.800       1.540       1.880     
256        256             3072              1000      3.037       0.08        1.01           3.220       2.960       3.060     
512        512             6144              1000      5.873       0.09        1.05           15.280      5.780       5.860     
1024       1024            12288             1000      11.603      0.09        1.06           130.000     11.420      11.840    
2048       2048            24576             1000      25.778      0.08        0.95           32.840      25.540      25.800    
4096       4096            49152             1000      51.411      0.08        0.96           57.360      51.120      53.220    
8192       8192            98304             1000      102.941     0.08        0.95           135.800     102.360     109.280   
16384      16384           196608            1000      205.319     0.08        0.96           228.400     204.500     216.180   
32768      32768           393216            1000      413.997     0.08        0.95           479.160     410.080     439.000   
65536      65536           786432            1000      1124.202    0.06        0.70           1356.480    939.520     1098.600  
131072     131072          1572864           1000      2899.356    0.05        0.54           3635.560    2085.320    2745.120  
262144     262144          3145728           1000      6573.117    0.04        0.48           8343.380    4283.820    6662.380  
524288     524288          6291456           1000      15044.010   0.03        0.42           19185.460   10064.160   13405.620 
1048576    1048576         12582912          1000      32219.334   0.03        0.39           37855.920   24362.460   33072.520 

