the current thread cpu affinity is 0xffffffffffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.070       0.01        0.11           0.080       0.060       0.400     
2          2               16                1000      0.074       0.03        0.22           0.100       0.060       0.380     
4          4               32                1000      0.104       0.04        0.31           0.140       0.100       0.320     
8          8               64                1000      0.152       0.05        0.42           0.180       0.140       0.200     
16         16              128               1000      0.260       0.06        0.49           0.280       0.260       0.360     
32         32              256               1000      0.441       0.07        0.58           9.640       0.420       0.560     
64         64              512               1000      0.796       0.08        0.64           0.800       0.780       0.900     
128        128             1024              1000      1.541       0.08        0.66           12.680      1.520       1.660     
256        256             2048              1000      3.007       0.09        0.68           11.760      2.980       3.240     
512        512             4096              1000      5.961       0.09        0.69           28.320      5.920       6.220     
1024       1024            8192              1000      11.824      0.09        0.69           21.100      11.800      12.240    
2048       2048            16384             1000      23.575      0.09        0.69           31.960      23.520      24.580    
4096       4096            32768             1000      47.096      0.09        0.70           56.080      47.020      48.820    
8192       8192            65536             1000      95.232      0.09        0.69           109.060     94.900      98.680    
16384      16384           131072            1000      192.075     0.09        0.68           202.980     191.000     206.700   
32768      32768           262144            1000      385.115     0.09        0.68           396.640     383.380     407.520   
65536      65536           524288            1000      770.610     0.09        0.68           902.580     767.320     837.260   
131072     131072          1048576           1000      1540.402    0.09        0.68           1658.440    1534.960    1550.520  
262144     262144          2097152           1000      3110.915    0.08        0.67           3513.620    3083.360    3101.860  
524288     524288          4194304           1000      6739.720    0.08        0.62           7169.120    6197.080    6420.100  
1048576    1048576         8388608           1000      12367.613   0.08        0.68           12643.380   12336.780   12843.500 

