the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                10        0.073       0.08        0.33           0.075       0.072       0.108     
2          12              48                10        0.077       0.16        0.63           0.083       0.076       0.367     
4          24              96                10        0.093       0.26        1.03           0.123       0.086       0.165     
8          48              192               10        0.142       0.34        1.35           0.204       0.114       0.365     
16         96              384               10        0.280       0.34        1.37           0.453       0.233       0.858     
32         192             768               10        0.971       0.20        0.79           1.637       0.705       2.181     
64         384             1536              10        3.927       0.10        0.39           5.747       3.365       7.929     
128        768             3072              10        15.129      0.05        0.20           19.153      13.759      22.579    
256        1536            6144              10        60.963      0.03        0.10           69.488      57.656      75.952    
512        3072            12288             10        242.350     0.01        0.05           253.291     235.354     262.910   
1024       6144            24576             10        960.960     0.01        0.03           968.876     944.595     977.020   
2048       12288           49152             10        3652.387    0.00        0.01           3668.242    3635.893    3651.616  
4096       24576           98304             10        14324.589   0.00        0.01           14545.842   14250.036   14502.934 
8192       49152           196608            10        64522.112   0.00        0.00           65188.706   64039.384   64303.025 
16384      98304           393216            10        326525.425  0.00        0.00           330320.168  324587.078  324962.284

