the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.159       0.01        0.08           0.259       0.150       0.545     
2          2               24                1000      0.157       0.01        0.15           0.501       0.151       0.354     
4          4               48                1000      0.156       0.03        0.31           0.268       0.147       0.524     
8          8               96                1000      0.157       0.05        0.61           0.266       0.147       0.423     
16         16              192               1000      0.157       0.10        1.23           0.276       0.147       0.431     
32         32              384               1000      0.163       0.20        2.36           0.322       0.151       0.538     
64         64              768               1000      0.162       0.40        4.74           0.285       0.155       0.888     
128        128             1536              1000      0.172       0.74        8.93           0.345       0.165       0.643     
256        256             3072              1000      0.205       1.25        15.01          0.519       0.189       1.030     
512        512             6144              1000      0.270       1.89        22.72          0.350       0.260       0.561     
1024       1024            12288             1000      0.401       2.55        30.65          0.637       0.371       0.896     
2048       2048            24576             1000      0.612       3.34        40.13          1.045       0.581       1.795     
4096       4096            49152             1000      1.262       3.25        38.96          1.965       1.038       2.087     
8192       8192            98304             1000      2.862       2.86        34.34          3.735       2.286       6.814     
16384      16384           196608            1000      6.932       2.36        28.36          11.183      6.385       12.872    
32768      32768           393216            1000      22.915      1.43        17.16          30.036      20.285      31.672    
65536      65536           786432            1000      58.367      1.12        13.47          69.140      55.455      63.080    
131072     131072          1572864           1000      127.978     1.02        12.29          142.805     123.668     128.763   
262144     262144          3145728           1000      256.891     1.02        12.25          271.308     253.673     252.084   
524288     524288          6291456           1000      542.770     0.97        11.59          579.420     532.766     562.442   
1048576    1048576         12582912          1000      838.493     1.25        15.01          863.460     830.207     846.513   

