the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          7               16                1000      0.087       0.08        0.18           0.130       0.080       0.774     
2          14              32                1000      0.090       0.16        0.36           0.143       0.084       0.523     
4          28              64                1000      0.094       0.30        0.68           0.271       0.093       0.416     
8          56              128               1000      0.092       0.61        1.39           0.324       0.082       0.143     
16         112             256               1000      0.100       1.12        2.56           0.136       0.092       0.411     
32         224             512               1000      0.109       2.05        4.69           0.135       0.105       0.332     
64         448             1024              1000      0.136       3.30        7.55           0.187       0.126       0.476     
128        896             2048              1000      0.188       4.77        10.90          0.298       0.177       0.337     
256        1792            4096              1000      0.288       6.21        14.20          0.321       0.287       0.908     
512        3584            8192              1000      0.500       7.17        16.40          0.654       0.493       0.891     
1024       7168            16384             1000      0.917       7.82        17.87          8.081       0.903       1.834     
2048       14336           32768             1000      1.744       8.22        18.79          3.336       1.724       3.086     
4096       28672           65536             1000      3.402       8.43        19.26          10.325      3.361       5.316     
8192       57344           131072            1000      7.011       8.18        18.69          8.472       6.818       9.623     
16384      114688          262144            1000      14.963      7.66        17.52          16.235      14.714      19.725    
32768      229376          524288            1000      30.749      7.46        17.05          38.685      30.425      43.211    
65536      458752          1048576           1000      61.356      7.48        17.09          200.803     60.519      111.035   
131072     917504          2097152           1000      125.157     7.33        16.76          223.822     122.508     249.811   
262144     1835008         4194304           1000      364.687     5.03        11.50          567.804     359.438     430.927   
524288     3670016         8388608           1000      797.375     4.60        10.52          810.182     791.920     791.906   
1048576    7340032         16777216          1000      1635.114    4.49        10.26          1741.739    1624.344    1583.459  

