the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.069       0.01        0.06           0.080       0.060       0.400     
2          2               8                 1000      0.072       0.03        0.11           0.080       0.060       0.800     
4          4               16                1000      0.070       0.06        0.23           0.080       0.060       0.180     
8          8               32                1000      0.074       0.11        0.43           0.100       0.060       0.340     
16         16              64                1000      0.076       0.21        0.85           0.080       0.060       0.220     
32         32              128               1000      0.076       0.42        1.68           0.100       0.060       0.260     
64         64              256               1000      0.084       0.77        3.06           0.100       0.080       0.140     
128        128             512               1000      0.096       1.33        5.33           0.100       0.080       0.220     
256        256             1024              1000      0.120       2.13        8.53           0.140       0.120       0.280     
512        512             2048              1000      0.168       3.06        12.22          0.200       0.160       0.740     
1024       1024            4096              1000      0.265       3.86        15.43          0.760       0.260       1.480     
2048       2048            8192              1000      0.458       4.48        17.90          0.500       0.440       3.700     
4096       4096            16384             1000      0.853       4.80        19.20          9.820       0.840       5.200     
8192       8192            32768             1000      1.732       4.73        18.92          17.820      1.700       16.720    
16384      16384           65536             1000      5.234       3.13        12.52          16.200      5.200       32.680    
32768      32768           131072            1000      10.544      3.11        12.43          34.000      10.460      67.720    
65536      65536           262144            1000      21.029      3.12        12.47          57.980      20.840      150.360   
131072     131072          524288            1000      42.790      3.06        12.25          104.100     41.560      271.180   
262144     262144          1048576           1000      89.397      2.93        11.73          305.620     84.660      434.440   
524288     524288          2097152           1000      428.695     1.22        4.89           821.860     394.040     1053.620  
1048576    1048576         4194304           1000      1582.884    0.66        2.65           1636.980    1564.320    1827.560  

