the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          3               4                 1000      0.148       0.02        0.03           0.295       0.143       0.450     
2          6               8                 1000      0.149       0.04        0.05           0.184       0.145       0.315     
4          12              16                1000      0.151       0.08        0.11           0.193       0.147       0.258     
8          24              32                1000      0.153       0.16        0.21           0.378       0.151       0.381     
16         48              64                1000      0.157       0.31        0.41           0.209       0.153       0.339     
32         96              128               1000      0.163       0.59        0.78           0.396       0.160       0.332     
64         192             256               1000      0.189       1.02        1.36           0.332       0.186       0.384     
128        384             512               1000      0.248       1.55        2.07           0.462       0.245       0.505     
256        768             1024              1000      0.364       2.11        2.82           0.410       0.361       0.433     
512        1536            2048              1000      0.605       2.54        3.38           0.855       0.598       0.626     
1024       3072            4096              1000      1.072       2.86        3.82           1.321       1.065       1.116     
2048       6144            8192              1000      2.010       3.06        4.08           9.288       1.995       2.093     
4096       12288           16384             1000      3.869       3.18        4.24           3.942       3.857       3.958     
8192       24576           32768             1000      7.605       3.23        4.31           12.932      7.585       7.676     
16384      49152           65536             1000      15.077      3.26        4.35           20.870      15.042      15.122    
32768      98304           131072            1000      30.001      3.28        4.37           36.505      29.936      30.047    
65536      196608          262144            1000      59.969      3.28        4.37           65.666      59.730      59.867    
131072     393216          524288            1000      119.489     3.29        4.39           126.694     119.333     119.559   
262144     786432          1048576           1000      238.633     3.30        4.39           244.343     238.492     238.671   
524288     1572864         2097152           1000      477.141     3.30        4.40           484.124     476.797     477.248   
1048576    3145728         4194304           1000      954.317     3.30        4.40           964.276     953.441     954.189   

