the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.541       0.00        0.02           7.640       0.460       1.500     
2          2               24                1000      0.535       0.00        0.04           0.980       0.480       0.700     
4          4               48                1000      0.537       0.01        0.09           0.880       0.480       1.340     
8          8               96                1000      0.541       0.01        0.18           1.400       0.460       1.660     
16         16              192               1000      0.561       0.03        0.34           0.860       0.500       1.440     
32         32              384               1000      0.589       0.05        0.65           0.940       0.500       1.620     
64         64              768               1000      0.655       0.10        1.17           1.580       0.580       1.040     
128        128             1536              1000      0.762       0.17        2.01           1.000       0.720       1.400     
256        256             3072              1000      1.008       0.25        3.05           2.120       0.920       1.920     
512        512             6144              1000      1.429       0.36        4.30           2.060       1.340       3.740     
1024       1024            12288             1000      2.335       0.44        5.26           3.120       2.240       6.480     
2048       2048            24576             1000      4.105       0.50        5.99           5.040       4.000       10.460    
4096       4096            49152             1000      7.555       0.54        6.51           15.140      7.380       14.180    
8192       8192            98304             1000      14.809      0.55        6.64           21.620      14.260      26.020    
16384      16384           196608            1000      32.376      0.51        6.07           69.840      31.480      61.480    
32768      32768           393216            1000      90.486      0.36        4.35           161.300     83.400      138.840   
65536      65536           786432            1000      351.606     0.19        2.24           373.100     341.340     335.260   
131072     131072          1572864           1000      748.703     0.18        2.10           771.800     737.500     719.200   
262144     262144          3145728           1000      1514.312    0.17        2.08           1549.860    1497.520    1496.420  
524288     524288          6291456           1000      3186.750    0.16        1.97           3242.380    3164.560    3187.000  
1048576    1048576         12582912          1000      7388.663    0.14        1.70           7546.640    7199.100    7324.540  

