the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.058       0.02        0.14           0.320       0.040       0.080     
2          2               16                1000      0.058       0.03        0.28           0.180       0.040       0.160     
4          4               32                1000      0.061       0.07        0.52           0.400       0.040       0.080     
8          8               64                1000      0.070       0.11        0.91           0.260       0.060       0.060     
16         16              128               1000      0.062       0.26        2.06           0.180       0.060       0.080     
32         32              256               1000      0.065       0.49        3.92           0.200       0.040       0.300     
64         64              512               1000      0.064       1.00        7.97           0.300       0.060       0.180     
128        128             1024              1000      0.065       1.96        15.68          0.260       0.040       0.080     
256        256             2048              1000      0.066       3.89        31.12          0.180       0.060       0.100     
512        512             4096              1000      0.066       7.72        61.74          0.200       0.060       0.100     
1024       1024            8192              1000      0.071       14.43       115.45         0.220       0.040       0.140     
2048       2048            16384             1000      0.069       29.80       238.42         0.320       0.040       0.080     
4096       4096            32768             1000      0.069       59.53       476.28         0.180       0.060       0.080     
8192       8192            65536             1000      0.070       116.26      930.12         0.180       0.060       0.100     
16384      16384           131072            1000      0.072       227.37      1818.93        0.480       0.060       0.140     
32768      32768           262144            1000      0.073       446.67      3573.39        0.320       0.060       0.100     
65536      65536           524288            1000      0.074       887.06      7096.48        0.260       0.060       0.160     
131072     131072          1048576           1000      0.083       1587.60     12700.76       0.240       0.060       0.120     
262144     262144          2097152           1000      0.075       3486.89     27895.10       0.240       0.060       0.140     
524288     524288          4194304           1000      0.080       6565.09     52520.70       0.460       0.060       0.080     
1048576    1048576         8388608           1000      0.086       12255.44    98043.53       7.860       0.060       0.180     

