the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.431       0.01        0.06           0.720       0.380       0.660     
2          12              48                1000      0.431       0.03        0.11           0.840       0.360       0.840     
4          24              96                1000      0.440       0.05        0.22           1.000       0.380       1.160     
8          48              192               1000      0.444       0.11        0.43           0.740       0.380       0.620     
16         96              384               1000      0.456       0.21        0.84           0.840       0.400       0.960     
32         192             768               1000      0.506       0.38        1.52           0.720       0.440       1.240     
64         384             1536              1000      0.588       0.65        2.61           0.880       0.520       1.320     
128        768             3072              1000      0.741       1.04        4.14           1.140       0.660       1.440     
256        1536            6144              1000      1.093       1.41        5.62           1.580       1.020       1.220     
512        3072            12288             1000      1.885       1.63        6.52           2.280       1.720       2.540     
1024       6144            24576             1000      3.058       2.01        8.04           13.460      2.960       3.980     
2048       12288           49152             1000      5.587       2.20        8.80           13.680      5.460       5.620     
4096       24576           98304             1000      10.639      2.31        9.24           17.540      10.480      10.720    
8192       49152           196608            1000      20.991      2.34        9.37           29.000      20.620      21.640    
16384      98304           393216            1000      41.065      2.39        9.58           55.060      40.680      41.660    
32768      196608          786432            1000      81.303      2.42        9.67           97.760      80.820      85.620    
65536      393216          1572864           1000      161.972     2.43        9.71           172.320     160.740     169.800   
131072     786432          3145728           1000      338.419     2.32        9.30           359.120     329.800     354.740   
262144     1572864         6291456           1000      674.901     2.33        9.32           692.340     670.880     671.600   
524288     3145728         12582912          1000      1338.767    2.35        9.40           1354.860    1323.540    1354.400  
1048576    6291456         25165824          1000      2675.037    2.35        9.41           2696.000    2638.240    2661.860  

