the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.224       0.00        0.07           0.285       0.214       0.897     
2          2               32                1000      0.227       0.01        0.14           0.270       0.217       0.313     
4          4               64                1000      0.227       0.02        0.28           0.465       0.217       0.464     
8          8               128               1000      0.232       0.03        0.55           0.276       0.221       0.795     
16         16              256               1000      0.237       0.07        1.08           0.458       0.227       0.460     
32         32              512               1000      0.254       0.13        2.01           8.260       0.234       0.372     
64         64              1024              1000      0.285       0.22        3.59           0.535       0.273       0.450     
128        128             2048              1000      0.361       0.35        5.67           0.632       0.345       0.503     
256        256             4096              1000      0.513       0.50        7.98           0.751       0.496       0.800     
512        512             8192              1000      0.820       0.62        9.99           0.933       0.796       0.962     
1024       1024            16384             1000      1.427       0.72        11.48          1.652       1.395       1.603     
2048       2048            32768             1000      2.651       0.77        12.36          2.938       2.613       2.839     
4096       4096            65536             1000      5.158       0.79        12.71          10.818      4.971       5.430     
8192       8192            131072            1000      9.999       0.82        13.11          10.314      9.564       10.203    
16384      16384           262144            1000      19.623      0.83        13.36          25.596      18.647      20.350    
32768      32768           524288            1000      39.041      0.84        13.43          46.590      36.974      40.025    
65536      65536           1048576           1000      77.847      0.84        13.47          86.292      76.314      78.141    
131072     131072          2097152           1000      155.275     0.84        13.51          163.892     152.963     156.124   
262144     262144          4194304           1000      310.889     0.84        13.49          319.479     298.805     314.936   
524288     524288          8388608           1000      619.023     0.85        13.55          638.675     606.093     619.544   
1048576    1048576         16777216          1000      1241.509    0.84        13.51          1268.033    1190.677    1236.342  

