the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.228       0.00        0.04           0.280       0.215       0.785     
2          2               16                1000      0.228       0.01        0.07           0.275       0.216       0.762     
4          4               32                1000      0.231       0.02        0.14           0.564       0.218       0.439     
8          8               64                1000      0.235       0.03        0.27           0.282       0.221       0.420     
16         16              128               1000      0.243       0.07        0.53           0.281       0.229       0.445     
32         32              256               1000      0.256       0.13        1.00           0.475       0.242       0.398     
64         64              512               1000      0.286       0.22        1.79           0.514       0.272       0.449     
128        128             1024              1000      0.343       0.37        2.98           0.534       0.331       0.496     
256        256             2048              1000      0.469       0.55        4.36           9.537       0.446       0.640     
512        512             4096              1000      0.705       0.73        5.81           1.046       0.687       0.921     
1024       1024            8192              1000      1.175       0.87        6.97           6.142       1.153       1.366     
2048       2048            16384             1000      2.115       0.97        7.74           7.758       2.085       2.424     
4096       4096            32768             1000      4.004       1.02        8.18           4.437       3.957       5.182     
8192       8192            65536             1000      7.834       1.05        8.37           13.639      7.686       10.352    
16384      16384           131072            1000      15.345      1.07        8.54           22.156      15.189      15.503    
32768      32768           262144            1000      30.204      1.08        8.68           37.612      30.078      31.806    
65536      65536           524288            1000      60.055      1.09        8.73           68.829      59.876      63.214    
131072     131072          1048576           1000      119.791     1.09        8.75           127.978     119.446     131.736   
262144     262144          2097152           1000      258.581     1.01        8.11           269.978     246.591     271.246   
524288     524288          4194304           1000      550.445     0.95        7.62           576.413     529.975     556.370   
1048576    1048576         8388608           1000      1298.577    0.81        6.46           1348.803    1290.272    1298.138  

