the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.126       0.01        0.09           0.320       0.100       0.160     
2          2               24                1000      0.127       0.02        0.19           0.280       0.100       0.320     
4          4               48                1000      0.178       0.02        0.27           0.340       0.120       0.200     
8          8               96                1000      0.188       0.04        0.51           0.480       0.160       0.400     
16         16              192               1000      0.273       0.06        0.70           7.360       0.180       0.340     
32         32              384               1000      0.393       0.08        0.98           0.540       0.300       0.500     
64         64              768               1000      0.658       0.10        1.17           0.820       0.560       0.640     
128        128             1536              1000      1.024       0.12        1.50           1.340       0.900       1.140     
256        256             3072              1000      2.155       0.12        1.43           2.480       1.880       2.420     
512        512             6144              1000      4.325       0.12        1.42           80.860      4.160       4.180     
1024       1024            12288             1000      8.729       0.12        1.41           233.960     8.380       9.580     
2048       2048            24576             1000      17.752      0.12        1.38           80.720      17.540      18.140    
4096       4096            49152             1000      35.165      0.12        1.40           72.440      34.800      41.020    
8192       8192            98304             1000      69.902      0.12        1.41           88.160      69.380      75.560    
16384      16384           196608            1000      139.982     0.12        1.40           184.160     139.300     150.680   
32768      32768           393216            1000      281.028     0.12        1.40           373.560     279.280     297.260   
65536      65536           786432            1000      671.228     0.10        1.17           882.380     607.180     595.340   
131072     131072          1572864           1000      1216.468    0.11        1.29           1241.500    1184.880    1195.140  
262144     262144          3145728           1000      4827.657    0.05        0.65           5153.800    2851.980    4892.620  
524288     524288          6291456           1000      8507.592    0.06        0.74           10829.800   6668.820    7429.120  
1048576    1048576         12582912          1000      9732.858    0.11        1.29           10111.220   9666.640    9720.180  

