the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.079       0.08        0.31           0.260       0.040       0.080     
2          12              48                1000      0.081       0.15        0.59           0.480       0.040       0.320     
4          24              96                1000      0.101       0.24        0.95           9.720       0.040       0.420     
8          48              192               1000      0.093       0.52        2.07           0.180       0.040       0.320     
16         96              384               1000      0.108       0.89        3.54           0.360       0.060       0.300     
32         192             768               1000      0.090       2.13        8.50           0.300       0.060       0.300     
64         384             1536              1000      0.109       3.51        14.03          7.820       0.080       0.300     
128        768             3072              1000      0.123       6.24        24.98          0.320       0.100       0.360     
256        1536            6144              1000      0.192       8.00        32.01          0.380       0.140       0.520     
512        3072            12288             1000      0.350       8.77        35.10          12.060      0.320       1.460     
1024       6144            24576             1000      0.606       10.14       40.57          1.020       0.540       2.080     
2048       12288           49152             1000      1.421       8.65        34.59          2.540       1.160       3.260     
4096       24576           98304             1000      2.265       10.85       43.41          3.380       2.120       5.320     
8192       49152           196608            1000      4.896       10.04       40.16          11.100      4.580       11.960    
16384      98304           393216            1000      8.994       10.93       43.72          65.960      8.800       21.320    
32768      196608          786432            1000      18.626      10.56       42.22          67.220      17.480      42.660    
65536      393216          1572864           1000      38.479      10.22       40.88          109.780     34.720      81.400    
131072     786432          3145728           1000      204.605     3.84        15.37          243.000     156.100     182.900   
262144     1572864         6291456           1000      311.834     5.04        20.18          376.620     305.620     317.400   
524288     3145728         12582912          1000      741.796     4.24        16.96          1140.460    725.660     793.380   
1048576    6291456         25165824          1000      1527.545    4.12        16.47          2266.780    1501.860    1522.000  

