the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.080       0.01        0.05           0.280       0.040       0.140     
2          2               8                 1000      0.081       0.02        0.10           0.240       0.040       0.240     
4          4               16                1000      0.092       0.04        0.17           0.220       0.040       0.400     
8          8               32                1000      0.101       0.08        0.32           0.120       0.040       0.460     
16         16              64                1000      0.101       0.16        0.63           0.220       0.040       0.500     
32         32              128               1000      0.099       0.32        1.30           0.340       0.060       0.320     
64         64              256               1000      0.100       0.64        2.57           0.360       0.060       0.100     
128        128             512               1000      0.110       1.16        4.65           0.320       0.100       0.440     
256        256             1024              1000      0.148       1.74        6.94           0.180       0.120       0.600     
512        512             2048              1000      0.187       2.73        10.94          0.360       0.180       0.560     
1024       1024            4096              1000      0.281       3.65        14.58          0.800       0.260       1.600     
2048       2048            8192              1000      0.506       4.05        16.20          0.840       0.480       1.820     
4096       4096            16384             1000      0.968       4.23        16.92          10.920      0.920       4.940     
8192       8192            32768             1000      1.997       4.10        16.41          2.660       1.940       8.280     
16384      16384           65536             1000      3.935       4.16        16.66          16.280      3.840       15.460    
32768      32768           131072            1000      7.702       4.25        17.02          17.900      7.580       28.120    
65536      65536           262144            1000      15.389      4.26        17.03          126.220     15.040      53.780    
131072     131072          524288            1000      31.282      4.19        16.76          177.440     29.980      111.500   
262144     262144          1048576           1000      188.300     1.39        5.57           232.680     176.920     253.280   
524288     524288          2097152           1000      464.385     1.13        4.52           501.280     453.580     436.600   
1048576    1048576         4194304           1000      922.942     1.14        4.54           964.820     910.060     891.320   

