the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.073       0.01        0.05           0.101       0.072       0.136     
2          2               8                 1000      0.074       0.03        0.11           0.293       0.073       0.160     
4          4               16                1000      0.076       0.05        0.21           0.089       0.075       0.123     
8          8               32                1000      0.079       0.10        0.41           0.309       0.077       0.111     
16         16              64                1000      0.084       0.19        0.76           0.120       0.083       0.411     
32         32              128               1000      0.098       0.33        1.30           0.119       0.096       0.128     
64         64              256               1000      0.131       0.49        1.96           0.158       0.128       0.159     
128        128             512               1000      0.193       0.66        2.66           0.384       0.186       0.199     
256        256             1024              1000      0.322       0.79        3.18           0.362       0.310       0.327     
512        512             2048              1000      0.572       0.89        3.58           6.109       0.536       0.553     
1024       1024            4096              1000      1.059       0.97        3.87           1.112       1.001       1.030     
2048       2048            8192              1000      2.064       0.99        3.97           2.083       1.932       1.943     
4096       4096            16384             1000      3.896       1.05        4.21           4.240       3.796       4.022     
8192       8192            32768             1000      7.856       1.04        4.17           12.328      7.529       8.546     
16384      16384           65536             1000      15.379      1.07        4.26           22.082      14.972      16.288    
32768      32768           131072            1000      31.418      1.04        4.17           37.247      29.873      32.563    
65536      65536           262144            1000      63.903      1.03        4.10           70.002      59.731      65.402    
131072     131072          524288            1000      126.876     1.03        4.13           133.556     119.279     126.335   
262144     262144          1048576           1000      253.570     1.03        4.14           266.742     238.479     266.996   
524288     524288          2097152           1000      507.088     1.03        4.14           534.039     476.825     518.687   
1048576    1048576         4194304           1000      1038.713    1.01        4.04           1064.684    1010.880    1036.398  

