the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.114       0.02        0.07           0.170       0.108       0.600     
2          4               16                1000      0.112       0.04        0.14           0.154       0.109       0.101     
4          8               32                1000      0.113       0.07        0.28           0.120       0.105       0.127     
8          16              64                1000      0.118       0.14        0.54           0.139       0.110       0.206     
16         32              128               1000      0.119       0.27        1.08           0.148       0.112       0.125     
32         64              256               1000      0.119       0.54        2.14           0.166       0.116       0.103     
64         128             512               1000      0.119       1.08        4.30           0.153       0.115       0.238     
128        256             1024              1000      0.135       1.89        7.57           5.879       0.122       0.206     
256        512             2048              1000      0.142       3.60        14.40          0.322       0.137       0.284     
512        1024            4096              1000      0.181       5.64        22.58          0.334       0.172       0.247     
1024       2048            8192              1000      0.283       7.25        28.98          0.483       0.263       0.636     
2048       4096            16384             1000      0.446       9.19        36.76          0.663       0.423       1.199     
4096       8192            32768             1000      0.789       10.38       41.51          1.466       0.766       1.852     
8192       16384           65536             1000      1.842       8.90        35.59          2.804       1.515       4.111     
16384      32768           131072            1000      4.608       7.11        28.44          9.331       3.700       9.301     
32768      65536           262144            1000      15.969      4.10        16.42          24.229      9.633       23.056    
65536      131072          524288            1000      40.959      3.20        12.80          49.432      37.909      46.383    
131072     262144          1048576           1000      88.658      2.96        11.83          98.747      86.490      94.037    
262144     524288          2097152           1000      180.309     2.91        11.63          198.533     178.256     184.803   
524288     1048576         4194304           1000      367.827     2.85        11.40          384.058     365.620     378.717   
1048576    2097152         8388608           1000      766.073     2.74        10.95          804.766     756.369     787.686   

