the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.097       0.02        0.08           0.440       0.040       0.080     
2          4               16                1000      0.116       0.03        0.14           0.240       0.060       0.380     
4          8               32                1000      0.128       0.06        0.25           0.260       0.060       0.360     
8          16              64                1000      0.129       0.12        0.50           0.280       0.060       0.420     
16         32              128               1000      0.152       0.21        0.84           0.300       0.100       0.460     
32         64              256               1000      0.168       0.38        1.53           0.620       0.120       0.380     
64         128             512               1000      0.224       0.57        2.29           0.600       0.200       0.620     
128        256             1024              1000      0.352       0.73        2.91           0.500       0.320       0.560     
256        512             2048              1000      0.640       0.80        3.20           0.840       0.600       0.960     
512        1024            4096              1000      1.170       0.87        3.50           1.320       1.140       1.560     
1024       2048            8192              1000      2.159       0.95        3.79           2.300       2.120       2.380     
2048       4096            16384             1000      4.260       0.96        3.85           13.560      4.200       4.560     
4096       8192            32768             1000      8.414       0.97        3.89           73.280      8.280       11.420    
8192       16384           65536             1000      16.614      0.99        3.94           79.460      16.500      24.560    
16384      32768           131072            1000      33.054      0.99        3.97           65.040      32.900      42.460    
32768      65536           262144            1000      66.026      0.99        3.97           111.240     65.660      96.720    
65536      131072          524288            1000      132.597     0.99        3.95           219.920     131.160     200.540   
131072     262144          1048576           1000      437.374     0.60        2.40           506.940     416.820     320.360   
262144     524288          2097152           1000      601.105     0.87        3.49           644.140     592.880     583.680   
524288     1048576         4194304           1000      1134.780    0.92        3.70           1179.180    1126.100    1132.840  
1048576    2097152         8388608           1000      2220.946    0.94        3.78           2247.440    2209.600    2259.080  

