the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                10        0.087       0.07        0.28           0.111       0.080       0.431     
2          12              48                10        0.106       0.11        0.45           0.135       0.093       0.220     
4          24              96                10        0.128       0.19        0.75           0.170       0.120       0.258     
8          48              192               10        0.272       0.18        0.71           0.331       0.226       0.550     
16         96              384               10        0.869       0.11        0.44           1.242       0.793       1.721     
32         192             768               10        3.617       0.05        0.21           4.300       3.276       5.345     
64         384             1536              10        16.308      0.02        0.09           17.505      15.738      18.023    
128        768             3072              10        67.469      0.01        0.05           70.812      63.182      63.219    
256        1536            6144              10        281.974     0.01        0.02           290.187     269.129     273.704   
512        3072            12288             10        1139.331    0.00        0.01           1184.633    1092.801    1144.691  
1024       6144            24576             10        4881.206    0.00        0.01           4936.229    4838.717    4815.470  
2048       12288           49152             10        19927.104   0.00        0.00           20069.721   19816.632   19954.155 
4096       24576           98304             10        80132.688   0.00        0.00           80972.639   79173.009   79500.600 
8192       49152           196608            10        324136.207  0.00        0.00           325812.829  320133.234  325752.032
16384      98304           393216            10        1286195.502  0.00        0.00           1289361.378  1283083.688  1284161.917

