the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          7               16                1000      0.540       0.01        0.03           0.820       0.480       1.040     
2          14              32                1000      0.541       0.03        0.06           1.020       0.480       1.240     
4          28              64                1000      0.545       0.05        0.12           0.900       0.500       1.020     
8          56              128               1000      0.570       0.10        0.22           7.940       0.540       0.960     
16         112             256               1000      0.591       0.19        0.43           7.000       0.540       1.400     
32         224             512               1000      0.617       0.36        0.83           0.880       0.560       0.860     
64         448             1024              1000      0.733       0.61        1.40           1.220       0.700       1.860     
128        896             2048              1000      0.906       0.99        2.26           1.200       0.840       1.480     
256        1792            4096              1000      1.302       1.38        3.14           1.900       1.240       2.240     
512        3584            8192              1000      2.071       1.73        3.96           10.580      1.960       2.960     
1024       7168            16384             1000      3.414       2.10        4.80           3.780       3.320       4.660     
2048       14336           32768             1000      5.862       2.45        5.59           14.900      5.760       12.580    
4096       28672           65536             1000      11.053      2.59        5.93           19.440      10.940      22.200    
8192       57344           131072            1000      21.338      2.69        6.14           33.560      21.200      32.880    
16384      114688          262144            1000      42.076      2.73        6.23           61.880      41.760      71.460    
32768      229376          524288            1000      83.796      2.74        6.26           134.040     82.860      121.920   
65536      458752          1048576           1000      251.871     1.82        4.16           289.900     243.760     215.280   
131072     917504          2097152           1000      392.677     2.34        5.34           451.760     386.580     378.360   
262144     1835008         4194304           1000      743.852     2.47        5.64           765.240     735.880     723.160   
524288     3670016         8388608           1000      1399.556    2.62        5.99           1714.160    1386.820    1390.320  
1048576    7340032         16777216          1000      3036.570    2.42        5.53           3873.960    3006.640    3033.680  

