the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          6               24                1000      0.107       0.06        0.22           0.280       0.040       0.100     
2          12              48                1000      0.136       0.09        0.35           0.460       0.040       0.160     
4          24              96                1000      0.116       0.21        0.83           0.280       0.060       0.260     
8          48              192               1000      0.116       0.41        1.66           0.400       0.080       0.120     
16         96              384               1000      0.108       0.89        3.57           0.260       0.080       0.300     
32         192             768               1000      0.145       1.33        5.31           0.280       0.120       0.180     
64         384             1536              1000      0.207       1.85        7.42           0.340       0.180       0.260     
128        768             3072              1000      0.322       2.39        9.55           0.520       0.280       0.400     
256        1536            6144              1000      0.603       2.55        10.18          0.920       0.560       1.140     
512        3072            12288             1000      1.107       2.78        11.10          1.540       1.040       1.580     
1024       6144            24576             1000      1.960       3.13        12.54          2.920       1.880       3.520     
2048       12288           49152             1000      3.661       3.36        13.43          9.640       3.600       7.220     
4096       24576           98304             1000      7.112       3.46        13.82          9.680       7.060       14.320    
8192       49152           196608            1000      14.205      3.46        13.84          22.220      14.040      30.800    
16384      98304           393216            1000      28.435      3.46        13.83          56.920      27.920      54.100    
32768      196608          786432            1000      98.482      2.00        7.99           141.180     89.920      122.560   
65536      393216          1572864           1000      226.882     1.73        6.93           293.080     219.600     242.000   
131072     786432          3145728           1000      450.757     1.74        6.98           627.300     443.360     450.920   
262144     1572864         6291456           1000      878.527     1.79        7.16           975.300     865.840     872.040   
524288     3145728         12582912          1000      1895.562    1.66        6.64           2042.960    1874.360    1899.840  
1048576    6291456         25165824          1000      5281.582    1.19        4.76           5550.120    5208.780    5327.680  

