the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.092       0.01        0.04           0.240       0.040       0.140     
2          2               8                 1000      0.106       0.02        0.08           0.260       0.040       0.340     
4          4               16                1000      0.108       0.04        0.15           0.240       0.040       0.180     
8          8               32                1000      0.110       0.07        0.29           0.260       0.060       0.220     
16         16              64                1000      0.123       0.13        0.52           0.560       0.060       0.140     
32         32              128               1000      0.131       0.24        0.97           0.400       0.080       0.160     
64         64              256               1000      0.143       0.45        1.79           0.280       0.100       0.280     
128        128             512               1000      0.172       0.74        2.97           0.320       0.120       0.180     
256        256             1024              1000      0.241       1.06        4.25           0.380       0.180       0.280     
512        512             2048              1000      0.379       1.35        5.40           0.660       0.320       0.720     
1024       1024            4096              1000      0.635       1.61        6.45           0.860       0.580       1.700     
2048       2048            8192              1000      1.166       1.76        7.03           9.440       1.100       7.000     
4096       4096            16384             1000      2.208       1.86        7.42           10.280      2.140       11.940    
8192       8192            32768             1000      4.257       1.92        7.70           11.640      4.200       25.960    
16384      16384           65536             1000      8.399       1.95        7.80           22.680      8.300       48.840    
32768      32768           131072            1000      16.613      1.97        7.89           25.000      16.500      97.240    
65536      65536           262144            1000      33.210      1.97        7.89           68.080      32.920      178.640   
131072     131072          524288            1000      120.956     1.08        4.33           229.240     113.360     353.300   
262144     262144          1048576           1000      626.517     0.42        1.67           649.200     617.400     678.460   
524288     524288          2097152           1000      1623.173    0.32        1.29           1701.380    1606.000    1581.080  
1048576    1048576         4194304           1000      3604.160    0.29        1.16           4057.880    3573.960    3604.180  

