the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.168       0.01        0.10           0.320       0.100       0.140     
2          2               32                1000      0.168       0.01        0.19           0.320       0.100       0.180     
4          4               64                1000      0.179       0.02        0.36           0.340       0.120       0.320     
8          8               128               1000      0.226       0.04        0.57           0.360       0.160       0.220     
16         16              256               1000      0.303       0.05        0.85           0.580       0.260       0.320     
32         32              512               1000      0.451       0.07        1.13           0.600       0.380       0.500     
64         64              1024              1000      0.761       0.08        1.35           0.920       0.620       0.760     
128        128             2048              1000      1.328       0.10        1.54           1.520       1.060       1.380     
256        256             4096              1000      2.475       0.10        1.66           2.760       2.240       2.580     
512        512             8192              1000      4.718       0.11        1.74           5.140       4.160       4.480     
1024       1024            16384             1000      9.311       0.11        1.76           16.800      8.320       9.800     
2048       2048            32768             1000      18.308      0.11        1.79           25.040      17.420      19.100    
4096       4096            65536             1000      36.761      0.11        1.78           44.760      32.840      38.140    
8192       8192            131072            1000      72.815      0.11        1.80           81.200      65.820      76.740    
16384      16384           262144            1000      144.732     0.11        1.81           152.460     136.660     151.980   
32768      32768           524288            1000      289.319     0.11        1.81           340.120     280.300     298.660   
65536      65536           1048576           1000      580.721     0.11        1.81           663.460     557.500     596.620   
131072     131072          2097152           1000      1336.756    0.10        1.57           1440.940    1184.100    1146.860  
262144     262144          4194304           1000      2180.637    0.12        1.92           2341.880    2136.840    2192.460  
524288     524288          8388608           1000      4636.504    0.11        1.81           4678.320    4576.340    4636.420  
1048576    1048576         16777216          1000      9264.579    0.11        1.81           9323.180    9195.400    9276.640  

