the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               12                1000      0.106       0.01        0.11           0.620       0.040       0.300     
2          2               24                1000      0.079       0.03        0.30           0.420       0.040       0.200     
4          4               48                1000      0.087       0.05        0.55           0.240       0.040       0.500     
8          8               96                1000      0.100       0.08        0.96           0.540       0.040       0.760     
16         16              192               1000      0.105       0.15        1.84           0.260       0.040       0.440     
32         32              384               1000      0.111       0.29        3.47           0.280       0.060       0.540     
64         64              768               1000      0.116       0.55        6.65           0.300       0.100       0.300     
128        128             1536              1000      0.120       1.07        12.81          0.280       0.100       0.240     
256        256             3072              1000      0.208       1.23        14.80          0.380       0.160       0.660     
512        512             6144              1000      0.284       1.80        21.61          1.020       0.260       0.900     
1024       1024            12288             1000      0.553       1.85        22.23          0.940       0.520       1.140     
2048       2048            24576             1000      1.410       1.45        17.43          11.460      1.320       3.160     
4096       4096            49152             1000      2.765       1.48        17.77          109.060     2.580       5.520     
8192       8192            98304             1000      5.116       1.60        19.22          9.220       4.920       14.240    
16384      16384           196608            1000      10.088      1.62        19.49          33.340      9.800       26.720    
32768      32768           393216            1000      22.577      1.45        17.42          49.120      20.940      57.260    
65536      65536           786432            1000      70.363      0.93        11.18          147.540     61.620      131.860   
131072     131072          1572864           1000      298.668     0.44        5.27           341.360     289.660     285.620   
262144     262144          3145728           1000      653.986     0.40        4.81           722.280     637.080     640.700   
524288     524288          6291456           1000      1289.222    0.41        4.88           1755.360    1271.760    1289.040  
1048576    1048576         12582912          1000      2099.055    0.50        5.99           2379.500    2075.060    2081.460  

