the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.088       0.01        0.09           0.260       0.040       0.080     
2          2               16                1000      0.084       0.02        0.19           0.240       0.040       0.420     
4          4               32                1000      0.093       0.04        0.34           0.280       0.040       0.260     
8          8               64                1000      0.106       0.08        0.60           0.280       0.060       0.100     
16         16              128               1000      0.134       0.12        0.95           19.280      0.100       0.300     
32         32              256               1000      0.119       0.27        2.15           0.260       0.060       0.140     
64         64              512               1000      0.131       0.49        3.91           8.220       0.080       0.400     
128        128             1024              1000      0.148       0.86        6.90           0.300       0.120       0.480     
256        256             2048              1000      0.234       1.09        8.74           0.680       0.220       0.360     
512        512             4096              1000      0.329       1.56        12.46          0.480       0.300       0.620     
1024       1024            8192              1000      0.530       1.93        15.45          0.700       0.500       1.360     
2048       2048            16384             1000      0.976       2.10        16.79          1.720       0.940       2.540     
4096       4096            32768             1000      2.059       1.99        15.92          9.820       1.980       5.360     
8192       8192            65536             1000      4.020       2.04        16.30          10.940      3.900       10.200    
16384      16384           131072            1000      7.829       2.09        16.74          15.640      7.480       22.840    
32768      32768           262144            1000      15.830      2.07        16.56          37.460      15.360      38.260    
65536      65536           524288            1000      32.921      1.99        15.93          93.160      31.380      82.440    
131072     131072          1048576           1000      187.299     0.70        5.60           262.680     160.780     173.540   
262144     262144          2097152           1000      515.828     0.51        4.07           10639.300   463.660     492.020   
524288     524288          4194304           1000      1071.047    0.49        3.92           1097.960    1057.140    1063.100  
1048576    1048576         8388608           1000      2334.233    0.45        3.59           2363.180    2311.060    2342.520  

