the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               16                1000      0.159       0.01        0.10           0.244       0.157       0.589     
2          4               32                1000      0.157       0.03        0.20           0.232       0.153       0.745     
4          8               64                1000      0.158       0.05        0.41           0.231       0.156       0.223     
8          16              128               1000      0.158       0.10        0.81           0.188       0.156       0.235     
16         32              256               1000      0.161       0.20        1.59           0.200       0.157       0.307     
32         64              512               1000      0.163       0.39        3.15           0.210       0.161       0.314     
64         128             1024              1000      0.171       0.75        5.99           0.247       0.168       0.365     
128        256             2048              1000      0.187       1.37        10.95          0.273       0.184       0.414     
256        512             4096              1000      0.235       2.17        17.40          6.468       0.226       0.367     
512        1024            8192              1000      0.298       3.44        27.54          0.634       0.291       0.869     
1024       2048            16384             1000      0.430       4.76        38.11          0.660       0.424       1.029     
2048       4096            32768             1000      0.725       5.65        45.21          1.253       0.698       1.351     
4096       8192            65536             1000      1.610       5.09        40.70          2.017       1.458       2.720     
8192       16384           131072            1000      3.372       4.86        38.87          4.509       2.922       5.764     
16384      32768           262144            1000      9.548       3.43        27.46          16.499      7.765       10.300    
32768      65536           524288            1000      20.522      3.19        25.55          30.594      19.657      20.287    
65536      131072          1048576           1000      45.454      2.88        23.07          50.797      44.805      47.109    
131072     262144          2097152           1000      96.139      2.73        21.81          103.496     94.435      97.176    
262144     524288          4194304           1000      192.624     2.72        21.77          230.934     191.538     237.961   
524288     1048576         8388608           1000      437.210     2.40        19.19          473.359     430.906     492.245   
1048576    2097152         16777216          1000      584.287     3.59        28.71          603.822     568.823     583.581   

