the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.359       0.00        0.02           0.500       0.320       0.580     
2          2               16                1000      0.363       0.01        0.04           0.540       0.320       1.120     
4          4               32                1000      0.364       0.01        0.09           0.640       0.320       0.920     
8          8               64                1000      0.372       0.02        0.17           0.780       0.340       0.920     
16         16              128               1000      0.387       0.04        0.33           0.660       0.340       0.800     
32         32              256               1000      0.407       0.08        0.63           0.560       0.360       0.880     
64         64              512               1000      0.462       0.14        1.11           0.700       0.420       0.800     
128        128             1024              1000      0.571       0.22        1.79           7.920       0.520       1.020     
256        256             2048              1000      0.758       0.34        2.70           1.020       0.720       1.060     
512        512             4096              1000      1.149       0.45        3.56           1.420       1.100       1.620     
1024       1024            8192              1000      1.925       0.53        4.26           2.220       1.900       2.460     
2048       2048            16384             1000      3.494       0.59        4.69           12.180      3.420       4.020     
4096       4096            32768             1000      6.571       0.62        4.99           10.620      6.500       7.340     
8192       8192            65536             1000      12.785      0.64        5.13           20.940      12.700      15.080    
16384      16384           131072            1000      25.187      0.65        5.20           39.300      25.040      30.060    
32768      32768           262144            1000      49.907      0.66        5.25           59.300      49.620      69.900    
65536      65536           524288            1000      100.769     0.65        5.20           134.900     98.820      137.400   
131072     131072          1048576           1000      241.445     0.54        4.34           273.000     233.160     231.740   
262144     262144          2097152           1000      442.813     0.59        4.74           480.260     436.480     432.260   
524288     524288          4194304           1000      851.246     0.62        4.93           906.040     843.260     848.320   
1048576    1048576         8388608           1000      1652.807    0.63        5.08           1699.300    1643.100    1666.940  

