the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               16                1000      0.093       0.01        0.17           0.460       0.040       0.100     
2          2               32                1000      0.098       0.02        0.33           0.260       0.040       0.080     
4          4               64                1000      0.130       0.03        0.49           0.640       0.100       0.420     
8          8               128               1000      0.155       0.05        0.83           0.340       0.060       0.520     
16         16              256               1000      0.154       0.10        1.66           0.420       0.080       0.800     
32         32              512               1000      0.157       0.20        3.25           0.380       0.100       0.500     
64         64              1024              1000      0.180       0.36        5.69           0.440       0.140       0.440     
128        128             2048              1000      0.221       0.58        9.27           0.400       0.180       1.060     
256        256             4096              1000      0.323       0.79        12.70          0.540       0.300       0.780     
512        512             8192              1000      0.544       0.94        15.05          12.340      0.480       1.060     
1024       1024            16384             1000      0.946       1.08        17.31          1.400       0.900       1.500     
2048       2048            32768             1000      2.194       0.93        14.94          394.060     1.760       2.840     
4096       4096            65536             1000      3.473       1.18        18.87          11.500      3.420       5.540     
8192       8192            131072            1000      6.737       1.22        19.45          8.080       6.660       11.020    
16384      16384           262144            1000      13.364      1.23        19.62          97.040      13.180      19.480    
32768      32768           524288            1000      26.510      1.24        19.78          54.200      26.220      48.320    
65536      65536           1048576           1000      53.794      1.22        19.49          102.760     52.320      104.500   
131072     131072          2097152           1000      226.171     0.58        9.27           268.920     205.260     235.820   
262144     262144          4194304           1000      488.129     0.54        8.59           533.900     468.240     453.960   
524288     524288          8388608           1000      766.317     0.68        10.95          800.400     753.760     745.060   
1048576    1048576         16777216          1000      1790.436    0.59        9.37           1898.620    1765.460    1804.360  

