the current thread cpu affinity is 0xffffffff, policy is 0, priority is 0
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.093       0.01        0.09           0.303       0.090       0.237     
2          2               16                1000      0.105       0.02        0.15           0.112       0.095       0.410     
4          4               32                1000      0.129       0.03        0.25           0.339       0.117       0.349     
8          8               64                1000      0.168       0.05        0.38           0.396       0.162       0.390     
16         16              128               1000      0.246       0.07        0.52           0.274       0.241       0.582     
32         32              256               1000      0.410       0.08        0.62           0.634       0.399       0.660     
64         64              512               1000      0.737       0.09        0.69           0.831       0.727       1.076     
128        128             1024              1000      1.403       0.09        0.73           9.795       1.381       2.256     
256        256             2048              1000      2.709       0.09        0.76           3.189       2.689       3.742     
512        512             4096              1000      5.501       0.09        0.74           6.653       5.462       7.730     
1024       1024            8192              1000      16.336      0.06        0.50           4799.265    11.468      14.680    
2048       2048            16384             1000      24.345      0.08        0.67           31.524      24.202      29.033    
4096       4096            32768             1000      53.440      0.08        0.61           948.668     52.232      57.564    
8192       8192            65536             1000      109.133     0.08        0.60           445.032     108.098     112.707   
16384      16384           131072            1000      221.428     0.07        0.59           363.519     219.867     225.430   
32768      32768           262144            1000      441.639     0.07        0.59           474.463     439.491     444.430   
65536      65536           524288            1000      884.183     0.07        0.59           911.626     880.556     886.687   
131072     131072          1048576           1000      1770.136    0.07        0.59           1897.696    1763.206    1789.974  
262144     262144          2097152           1000      3540.102    0.07        0.59           3575.191    3528.632    3591.595  
524288     524288          4194304           1000      7187.930    0.07        0.58           7280.313    7162.083    7197.306  
1048576    1048576         8388608           1000      14378.758   0.07        0.58           14466.976   14339.648   14357.549 

