the current thread cpu affinity is 0x10, policy is 1, priority is 49
实点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.079       0.03        0.10           0.304       0.075       0.267     
2          4               16                1000      0.079       0.05        0.20           0.171       0.077       0.159     
4          8               32                1000      0.082       0.10        0.39           0.190       0.078       0.384     
8          16              64                1000      0.084       0.19        0.76           0.130       0.082       0.188     
16         32              128               1000      0.093       0.34        1.37           0.237       0.089       0.334     
32         64              256               1000      0.106       0.61        2.42           0.184       0.104       0.264     
64         128             512               1000      0.136       0.94        3.75           0.300       0.133       0.326     
128        256             1024              1000      0.196       1.31        5.23           0.445       0.191       0.301     
256        512             2048              1000      0.314       1.63        6.53           0.532       0.308       0.487     
512        1024            4096              1000      0.555       1.85        7.38           0.863       0.550       0.715     
1024       2048            8192              1000      1.017       2.01        8.06           1.150       1.015       1.139     
2048       4096            16384             1000      1.959       2.09        8.36           2.166       1.946       2.164     
4096       8192            32768             1000      4.819       1.70        6.80           549.163     3.817       3.974     
8192       16384           65536             1000      7.586       2.16        8.64           15.918      7.540       7.750     
16384      32768           131072            1000      15.437      2.12        8.49           425.634     14.987      15.270    
32768      65536           262144            1000      30.504      2.15        8.59           576.199     29.906      30.395    
65536      131072          524288            1000      60.329      2.17        8.69           523.760     59.715      60.366    
131072     262144          1048576           1000      120.451     2.18        8.71           493.584     119.286     120.448   
262144     524288          2097152           1000      239.599     2.19        8.75           407.416     238.464     243.008   
524288     1048576         4194304           1000      488.220     2.15        8.59           580.490     485.237     489.163   
1048576    2097152         8388608           1000      986.796     2.13        8.50           1006.893    981.580     985.163   

