the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.281       0.00        0.03           0.620       0.200       0.560     
2          2               16                1000      0.280       0.01        0.06           0.700       0.260       0.780     
4          4               32                1000      0.311       0.01        0.10           0.720       0.220       1.060     
8          8               64                1000      0.291       0.03        0.22           0.820       0.220       0.900     
16         16              128               1000      0.290       0.06        0.44           0.600       0.220       1.020     
32         32              256               1000      0.291       0.11        0.88           0.820       0.240       1.000     
64         64              512               1000      0.298       0.21        1.72           0.640       0.220       0.840     
128        128             1024              1000      0.349       0.37        2.93           0.840       0.240       1.220     
256        256             2048              1000      0.617       0.42        3.32           1.280       0.300       1.060     
512        512             4096              1000      0.714       0.72        5.74           1.080       0.460       1.080     
1024       1024            8192              1000      0.780       1.31        10.50          1.320       0.580       1.880     
2048       2048            16384             1000      1.191       1.72        13.76          1.500       0.960       3.080     
4096       4096            32768             1000      2.070       1.98        15.83          2.420       1.780       4.840     
8192       8192            65536             1000      3.661       2.24        17.90          4.100       3.320       8.040     
16384      16384           131072            1000      6.622       2.47        19.79          13.760      6.240       18.180    
32768      32768           262144            1000      12.828      2.55        20.44          27.380      12.460      30.440    
65536      65536           524288            1000      26.670      2.46        19.66          77.620      24.700      77.240    
131072     131072          1048576           1000      158.245     0.83        6.63           177.340     148.540     150.020   
262144     262144          2097152           1000      354.186     0.74        5.92           511.780     345.440     332.100   
524288     524288          4194304           1000      719.684     0.73        5.83           971.040     705.980     699.040   
1048576    1048576         8388608           1000      1282.059    0.82        6.54           1656.080    1265.740    1514.100  

