the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               8                 1000      0.213       0.00        0.04           0.799       0.206       0.684     
2          2               16                1000      0.224       0.01        0.07           0.273       0.208       0.338     
4          4               32                1000      0.216       0.02        0.15           0.278       0.210       0.432     
8          8               64                1000      0.221       0.04        0.29           0.495       0.214       0.491     
16         16              128               1000      0.229       0.07        0.56           0.481       0.223       0.340     
32         32              256               1000      0.243       0.13        1.05           0.508       0.236       0.345     
64         64              512               1000      0.281       0.23        1.82           0.486       0.265       0.386     
128        128             1024              1000      0.339       0.38        3.02           1.278       0.323       0.432     
256        256             2048              1000      0.453       0.56        4.52           0.595       0.441       0.538     
512        512             4096              1000      0.700       0.73        5.85           0.900       0.682       0.777     
1024       1024            8192              1000      4.277       0.24        1.92           3105.100    1.148       1.254     
2048       2048            16384             1000      2.116       0.97        7.74           9.344       2.077       2.360     
4096       4096            32768             1000      3.994       1.03        8.20           9.142       3.954       4.538     
8192       8192            65536             1000      7.927       1.03        8.27           8.586       7.702       8.318     
16384      16384           131072            1000      15.582      1.05        8.41           16.228      15.183      15.721    
32768      32768           262144            1000      30.664      1.07        8.55           150.918     30.066      30.588    
65536      65536           524288            1000      61.308      1.07        8.55           116.198     60.562      61.960    
131072     131072          1048576           1000      121.297     1.08        8.64           145.797     120.350     121.727   
262144     262144          2097152           1000      240.686     1.09        8.71           268.849     239.836     240.728   
524288     524288          4194304           1000      479.163     1.09        8.75           492.807     478.097     478.988   
1048576    1048576         8388608           1000      957.376     1.10        8.76           974.230     955.156     956.433   

