the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               8                 1000      0.095       0.02        0.08           0.280       0.080       0.080     
2          4               16                1000      0.109       0.04        0.15           0.260       0.100       0.400     
4          8               32                1000      0.111       0.07        0.29           0.340       0.040       0.440     
8          16              64                1000      0.118       0.14        0.54           0.500       0.060       0.400     
16         32              128               1000      0.144       0.22        0.89           0.300       0.100       0.460     
32         64              256               1000      0.158       0.40        1.62           0.220       0.120       0.360     
64         128             512               1000      0.224       0.57        2.28           7.340       0.200       0.420     
128        256             1024              1000      0.344       0.74        2.98           0.480       0.320       0.620     
256        512             2048              1000      0.640       0.80        3.20           1.340       0.600       0.800     
512        1024            4096              1000      1.183       0.87        3.46           9.000       1.120       2.080     
1024       2048            8192              1000      2.173       0.94        3.77           9.800       2.120       3.440     
2048       4096            16384             1000      4.243       0.97        3.86           5.220       4.200       4.340     
4096       8192            32768             1000      8.361       0.98        3.92           20.100      8.300       11.200    
8192       16384           65536             1000      16.729      0.98        3.92           177.920     16.480      24.040    
16384      32768           131072            1000      33.300      0.98        3.94           135.620     32.880      47.080    
32768      65536           262144            1000      66.687      0.98        3.93           135.560     65.660      101.040   
65536      131072          524288            1000      132.288     0.99        3.96           250.460     131.180     153.220   
131072     262144          1048576           1000      499.285     0.53        2.10           572.340     472.840     298.320   
262144     524288          2097152           1000      609.388     0.86        3.44           664.280     599.660     557.380   
524288     1048576         4194304           1000      1160.901    0.90        3.61           1523.520    1143.480    1116.240  
1048576    2097152         8388608           1000      2234.619    0.94        3.75           2904.780    2213.140    2237.720  

