the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          1               4                 1000      0.089       0.01        0.04           0.160       0.077       0.550     
2          2               8                 1000      0.097       0.02        0.08           0.134       0.092       0.312     
4          4               16                1000      0.094       0.04        0.17           0.168       0.091       0.202     
8          8               32                1000      0.096       0.08        0.33           0.193       0.089       0.177     
16         16              64                1000      0.094       0.17        0.68           0.147       0.090       0.140     
32         32              128               1000      0.094       0.34        1.36           0.163       0.085       0.269     
64         64              256               1000      0.101       0.63        2.53           0.142       0.094       0.255     
128        128             512               1000      0.116       1.11        4.43           0.152       0.108       0.444     
256        256             1024              1000      0.144       1.77        7.09           0.206       0.141       0.405     
512        512             2048              1000      0.201       2.55        10.19          0.342       0.199       0.380     
1024       1024            4096              1000      0.319       3.21        12.84          0.464       0.315       0.545     
2048       2048            8192              1000      0.552       3.71        14.85          0.864       0.541       2.010     
4096       4096            16384             1000      1.019       4.02        16.09          1.436       1.016       3.917     
8192       8192            32768             1000      3.056       2.68        10.72          1095.624    1.956       6.933     
16384      16384           65536             1000      3.960       4.14        16.55          9.548       3.839       14.900    
32768      32768           131072            1000      9.585       3.42        13.68          11.100      9.344       28.896    
65536      65536           262144            1000      21.513      3.05        12.19          559.773     20.708      58.324    
131072     131072          524288            1000      43.973      2.98        11.92          54.449      43.599      117.799   
262144     262144          1048576           1000      89.829      2.92        11.67          158.272     89.080      233.661   
524288     524288          2097152           1000      393.834     1.33        5.32           624.368     382.869     472.337   
1048576    1048576         4194304           1000      927.722     1.13        4.52           961.524     921.967     941.195   

