the current thread cpu affinity is 0x10, policy is 1, priority is 49
复点数     计算量          总数据量Byte      迭代次数  平均时间us  计算速率GF  总内存速率G/s  最大时间us  最小时间us  热身时间us
1          2               16                1000      0.356       0.01        0.04           0.760       0.320       1.040     
2          4               32                1000      0.370       0.01        0.09           8.020       0.320       1.060     
4          8               64                1000      0.362       0.02        0.18           0.760       0.340       0.560     
8          16              128               1000      0.372       0.04        0.34           0.680       0.340       0.940     
16         32              256               1000      0.395       0.08        0.65           0.700       0.380       1.400     
32         64              512               1000      0.427       0.15        1.20           0.860       0.400       0.680     
64         128             1024              1000      0.494       0.26        2.07           0.940       0.460       1.320     
128        256             2048              1000      0.623       0.41        3.29           9.080       0.580       0.800     
256        512             4096              1000      0.842       0.61        4.86           1.160       0.820       1.260     
512        1024            8192              1000      1.346       0.76        6.09           11.400      1.300       2.240     
1024       2048            16384             1000      2.306       0.89        7.10           9.220       2.260       3.600     
2048       4096            32768             1000      4.208       0.97        7.79           15.360      4.140       5.780     
4096       8192            65536             1000      8.016       1.02        8.18           16.340      7.940       12.060    
8192       16384           131072            1000      15.586      1.05        8.41           23.960      15.420      26.380    
16384      32768           262144            1000      30.717      1.07        8.53           43.920      30.460      60.460    
32768      65536           524288            1000      61.378      1.07        8.54           103.340     60.540      132.900   
65536      131072          1048576           1000      239.900     0.55        4.37           258.980     222.440     179.620   
131072     262144          2097152           1000      360.158     0.73        5.82           470.320     349.600     342.300   
262144     524288          4194304           1000      784.158     0.67        5.35           1038.740    768.200     833.180   
524288     1048576         8388608           1000      1741.381    0.60        4.82           2020.520    1717.260    1734.320  
1048576    2097152         16777216          1000      3933.962    0.53        4.26           4567.260    3890.120    3911.840  

